track,artist,track_clean,artist_clean,final_emotion,reason
string no.1,aboolele vs. gaop,string no1,aboolele vs gaop,anger,Already processed
Marschmusik,LSF,marschmusik,lsf,anger,Already processed
En,Fredrik Falk,en,fredrik falk,anger,Already processed
"Omberto, make me an omlet",Haggari Nakashe,omberto make me an omlet,haggari nakashe,anger,Already processed
In Good Faith,Esa,in good faith,esa,anger,Already processed
the shakes,www.crapcore.com,the shakes,wwwcrapcorecom,anger,Already processed
Alfred's Bad Trip,The Demo Saou,alfreds bad trip,the demo saou,anger,Already processed
Appassionata,Vetrophonia,appassionata,vetrophonia,anger,Already processed
Reborn,Dimensioncrasher,reborn,dimensioncrasher,anger,Already processed
Siklekråke,Dau Unge,siklekråke,dau unge,anger,Already processed
wait till he comes,T syndrome,wait till he comes,t syndrome,anger,Already processed
Lying Sack of Sh*t,Combichrist,lying sack of sht,combichrist,anger,Already processed
Vision,Ivory Prince,vision,ivory prince,anger,Already processed
Bariquand,Filthy,bariquand,filthy,anger,Already processed
Kråkesikl,Dau Unge,kråkesikl,dau unge,anger,Already processed
i feel but you don't,Phuq,i feel but you dont,phuq,anger,Already processed
Cage of Love (Jazz version),Daija,cage of love jazz version,daija,anger,Already processed
DJ Zick - Straitjackets (Bondage Edit),DJ Zick Finland,dj zick straitjackets bondage edit,dj zick finland,anger,Already processed
Unlock,Psychetect vs. Skerror,unlock,psychetect vs skerror,anger,Already processed
A Fear of Life II,Climax Denial,a fear of life ii,climax denial,anger,Already processed
I Can't Remember To Forget You,Navicon Torture Technologies,i cant remember to forget you,navicon torture technologies,anger,Already processed
Demonic Paradise,The Demonic Paradise,demonic paradise,the demonic paradise,anger,Already processed
Nonsense #2,Sala della Pallacorda,nonsense 2,sala della pallacorda,anger,Already processed
Diagnosis Without Consequences,The Demonic Paradise,diagnosis without consequences,the demonic paradise,anger,Already processed
NOW!,SELFiNSiDE,now,selfinside,anger,Already processed
Sam's Company,lestrade,sams company,lestrade,anger,Already processed
Mistress Of Darkness,Baced!,mistress of darkness,baced,anger,Already processed
Y Kan't U B Klean?,Climax Denial,y kant u b klean,climax denial,anger,Already processed
Untiu8tled (edit),Razxca,untiu8tled edit,razxca,anger,Already processed
Mav et la 305 S,sickness,mav et la 305 s,sickness,anger,Already processed
S.O. Maschinen,Vetrophonia,so maschinen,vetrophonia,anger,Already processed
The Glass Essay,Cabinet of Natural Curiosities,the glass essay,cabinet of natural curiosities,anger,Already processed
Sædsnerk,Dau Unge,sædsnerk,dau unge,anger,Already processed
ready 4 war,Five Star Hotel,ready 4 war,five star hotel,anger,Already processed
3倍あいすくりーむ 1,Betwixt & Between,倍あいすくりーむ 1,betwixt between,anger,Already processed
settings eternal,Five Star Hotel,settings eternal,five star hotel,anger,Already processed
Fragments,Blasterhead,fragments,blasterhead,anger,Already processed
dysphoria,Five Star Hotel,dysphoria,five star hotel,anger,Already processed
Charlie Watches,Nathan Whitehead,charlie watches,nathan whitehead,anger,Already processed
Antirhythm,Baby Elephant Gymnastic,antirhythm,baby elephant gymnastic,anger,Already processed
overworld theme,Five Star Hotel,overworld theme,five star hotel,anger,Already processed
NeuroTransmitter (bad ending),Hamster Alliance,neurotransmitter bad ending,hamster alliance,anger,Already processed
shrug/fate 2,Five Star Hotel,shrugfate 2,five star hotel,anger,Already processed
Suck my Flare,Zdenek VT,suck my flare,zdenek vt,anger,Already processed
Dark Veil,Blasterhead,dark veil,blasterhead,anger,Already processed
Pedokyss,Dau Unge,pedokyss,dau unge,anger,Already processed
Plus3,LSF,plus3,lsf,anger,Already processed
Prophetic Dream,Prophetic Dream,prophetic dream,prophetic dream,anger,Already processed
department of defense,Five Star Hotel,department of defense,five star hotel,anger,Already processed
Very Foreign Girl,Skerror,very foreign girl,skerror,anger,Already processed
The Poorhouse,DJ Citalopram,the poorhouse,dj citalopram,anger,Already processed
Making Backroom Baby,The Demo Saou,making backroom baby,the demo saou,anger,Already processed
antidote,Five Star Hotel,antidote,five star hotel,anger,Already processed
You And I,I  B  I  Productions,you and i,i b i productions,anger,Already processed
オノフォースーRPG,"Fuck, The Retarded Girl",オノフォースーrpg,fuck the retarded girl,anger,Already processed
mj,Five Star Hotel,mj,five star hotel,anger,Already processed
workxxx,Five Star Hotel,workxxx,five star hotel,anger,Already processed
Apokal,Fredrik Falk,apokal,fredrik falk,anger,Already processed
春のかたみ,志方あきこ,春のかたみ,志方あきこ,anger,Already processed
Relentless (Xpect No Mercy Mix),Aquanauts,relentless xpect no mercy mix,aquanauts,anger,Already processed
weather patterns,Five Star Hotel,weather patterns,five star hotel,anger,Already processed
stadium trax,Five Star Hotel,stadium trax,five star hotel,anger,Already processed
in the open feat. Dylan Brady,Five Star Hotel,in the open feat dylan brady,five star hotel,anger,Already processed
Pastoral6,Blasterhead,pastoral6,blasterhead,anger,Already processed
Kylie's Shadow,Dannii Minoise,kylies shadow,dannii minoise,anger,Already processed
Tetrascroll,Blasterhead,tetrascroll,blasterhead,anger,Already processed
Let's Go Abroad - Let's Go Aboard,Tsar Poloz,lets go abroad lets go aboard,tsar poloz,anger,Already processed
Istuin,Alek Száhala,istuin,alek száhala,anger,Already processed
晴れすぎた空の下で,志方あきこ (Shikata Akiko),晴れすぎた空の下で,志方あきこ shikata akiko,anger,Already processed
Wildcard,LSF,wildcard,lsf,anger,Already processed
"I Am A Fever, A Virus",Wolverine Carcass,i am a fever a virus,wolverine carcass,anger,Already processed
I Almost Had A Weakness,Pope John Paul III,i almost had a weakness,pope john paul iii,anger,Already processed
Lucrative Quest,The Modest Fellow Position,lucrative quest,the modest fellow position,anger,Already processed
Manufactured and Sold(Rough Demo Mix),Gears of Destruction,manufactured and soldrough demo mix,gears of destruction,anger,Already processed
Loop Extraction #5,"Fuck, The Retarded Girl",loop extraction 5,fuck the retarded girl,anger,Already processed
Négrolokaust,Suprem MRAP,négrolokaust,suprem mrap,anger,Already processed
Loyalty,Uniform Fasces,loyalty,uniform fasces,anger,Already processed
Not Human,Drone Unit,not human,drone unit,anger,Already processed
v0id03.hate,Risen v0id,v0id03hate,risen v0id,anger,Already processed
gros bid 2000,sickness,gros bid 2000,sickness,anger,Already processed
Drum Tanze Ich Nicht,Die In Progress,drum tanze ich nicht,die in progress,anger,Already processed
Keep Denying,Gears of Destruction,keep denying,gears of destruction,anger,Already processed
Le temple de philippe,sickness,le temple de philippe,sickness,anger,Already processed
Collision,"Fuck, The Retarded Girl",collision,fuck the retarded girl,anger,Already processed
No Memories in Hell,The Terminal Generation,no memories in hell,the terminal generation,anger,Already processed
Pndrn,Pneumogaastriq,pndrn,pneumogaastriq,anger,Already processed
Chiniku No Hana/Krvel Gvcvmatz,KAVRA,chiniku no hanakrvel gvcvmatz,kavra,anger,Already processed
Wild West Wedgie,The Demo Saou,wild west wedgie,the demo saou,anger,Already processed
Radiophob,Die In Progress,radiophob,die in progress,anger,Already processed
standing in the red rain,Five Star Hotel x Smith Comma John,standing in the red rain,five star hotel x smith comma john,anger,Already processed
Contractions,Alex Tsitsigias,contractions,alex tsitsigias,anger,Already processed
The Red Fog(Demo),Gears of Destruction,the red fogdemo,gears of destruction,anger,Already processed
v0id07.fear,Risen v0id,v0id07fear,risen v0id,anger,Already processed
This Is Horror,Cerebrum Vortex,this is horror,cerebrum vortex,anger,Already processed
Don't Be Afraid It Is Noize,Cerebrum Vortex,dont be afraid it is noize,cerebrum vortex,anger,Already processed
Untitled 06,The Rita,untitled 06,the rita,anger,Already processed
E,Sala della Pallacorda,e,sala della pallacorda,anger,Already processed
Pet Sanitarium,Skerror,pet sanitarium,skerror,anger,Already processed
Centipedestrian,Skerror,centipedestrian,skerror,anger,Already processed
WARM ISCHEMIA/PERSONAL APOCALYPSE (edit),Navicon Torture Technologies,warm ischemiapersonal apocalypse edit,navicon torture technologies,anger,Already processed
S,Sala della Pallacorda,s,sala della pallacorda,anger,Already processed
ゆめのあと～Instrumental～,志方あきこ,ゆめのあとinstrumental,志方あきこ,anger,Already processed
raze,] interstice [,raze, interstice ,anger,Already processed
have another drink...,MORE COCAINE!! NOW!!!,have another drink,more cocaine now,anger,Already processed
where i sleep,Teen Fuqq,where i sleep,teen fuqq,anger,Already processed
Chased By Fireflies,Skerror,chased by fireflies,skerror,anger,Already processed
BRAINWASH,Unuramenura,brainwash,unuramenura,anger,Already processed
00005,Pneumogaastriq,,pneumogaastriq,anger,Already processed
Machine Spirits,Cerebrum Vortex,machine spirits,cerebrum vortex,anger,Already processed
To Make Everything Clear (Part 2),Forcible Confinement,to make everything clear part 2,forcible confinement,anger,Already processed
+1,Pneumogaastriq,1,pneumogaastriq,anger,Already processed
terror trolls in sugar swamp,Crab Smasher,terror trolls in sugar swamp,crab smasher,anger,Already processed
Le Chat Noir,God Told Me To,le chat noir,god told me to,anger,Already processed
Nonsense #6,Sala della Pallacorda,nonsense 6,sala della pallacorda,anger,Already processed
Hope For Silence,Cerebrum Vortex,hope for silence,cerebrum vortex,anger,Already processed
The Smell Of Strom,Cerebrum Vortex,the smell of strom,cerebrum vortex,anger,Already processed
Venus Carnivore,Skerror,venus carnivore,skerror,anger,Already processed
v0id30.eternity,Risen v0id,v0id30eternity,risen v0id,anger,Already processed
"ballet - now mechanisms, not people",Canoply Games,ballet now mechanisms not people,canoply games,anger,Already processed
Bursting The Sadness,Cerebrum Vortex,bursting the sadness,cerebrum vortex,anger,Already processed
Walking Hormone,Directbrainstimulation,walking hormone,directbrainstimulation,anger,Already processed
Streaming Phaser,Cerebrum Vortex,streaming phaser,cerebrum vortex,anger,Already processed
The Human Flesh Engine,Aszagarnak,the human flesh engine,aszagarnak,anger,Already processed
EXECUTION SUPPORT ACT,EXECUTION SUPPORT ACT,execution support act,execution support act,anger,Already processed
2nd hut,Lord Henry Wotton,nd hut,lord henry wotton,anger,Already processed
Juwpilir Balls Song,The Demo Saou,juwpilir balls song,the demo saou,anger,Already processed
David ou l'optimisme,sickness,david ou loptimisme,sickness,anger,Already processed
Trop de bougnoules,Suprem MRAP,trop de bougnoules,suprem mrap,anger,Already processed
Body Farm,Fredrik Falk,body farm,fredrik falk,anger,Already processed
Illegal Feline Mod,Skerror,illegal feline mod,skerror,anger,Already processed
Escaping Menagerie,Skerror,escaping menagerie,skerror,anger,Already processed
Anorganic Highstream,Cerebrum Vortex,anorganic highstream,cerebrum vortex,anger,Already processed
Water Test,Sala della Pallacorda,water test,sala della pallacorda,anger,Already processed
RESTRAINTS,EXECUTION SUPPORT ACT,restraints,execution support act,anger,Already processed
DJ Zick - ☣[X]Irm[X]sc[X]her[X]☣ (Killer Cut),DJ Zick Finland,dj zick xirmxscxherx killer cut,dj zick finland,anger,Already processed
RDS-1 part 7,Pneumogaastriq,rds1 part 7,pneumogaastriq,anger,Already processed
Dead Man Vision,Cerebrum Vortex,dead man vision,cerebrum vortex,anger,Already processed
Leech,Skerror,leech,skerror,anger,Already processed
空蝉 - instrumental ver. -,志方あきこ,空蝉 instrumental ver ,志方あきこ,anger,Already processed
LOST CHILDREN - instrumental ver. -,志方あきこ,lost children instrumental ver ,志方あきこ,anger,Already processed
"Acid TV Vomit Gargle Part 1 (Recorded in Room 236, Hotel Half Time, Nara, 21st September 2007)",Kylie Minoise,acid tv vomit gargle part 1 recorded in room 236 hotel half time nara 21st september 2007,kylie minoise,anger,Already processed
Gr8 Mate,0A:8F,gr8 mate,a8f,anger,Already processed
about movement,Canoply Games,about movement,canoply games,anger,Already processed
On S'Attache,sickness,on sattache,sickness,anger,Already processed
20-20 Sonar,Skerror,20 sonar,skerror,anger,Already processed
Margie,Big Sexy Shaq,margie,big sexy shaq,anger,Already processed
Laconic,Cerebrum Vortex,laconic,cerebrum vortex,anger,Already processed
Massive Tension #1,Sala della Pallacorda,massive tension 1,sala della pallacorda,anger,Already processed
kings,don't think,kings,dont think,anger,Already processed
Crow's Desert Lessons,Skerror,crows desert lessons,skerror,anger,Already processed
Demons in My Head,Gears of Destruction,demons in my head,gears of destruction,anger,Already processed
Luftzug III,Pneumogaastriq,luftzug iii,pneumogaastriq,anger,Already processed
