track,artist,final_emotion
Saltwater (Tomski Vs. Disco Citizens Mix),Chicane,joy
Day one (Original Mix),Matt Hardwick,joy
Facebook In Love feat. TheCOPY21 (Radio Remix),The Entranced,joy
Better Off As Two (Kid Krazzy +- Remix),Frankmusik,joy
Dodge The Dodo (Live),Esbjörn Svensson Trio,joy
Angel (Azima Remix),Rene Dale,joy
The Milky Land (Original Mix),Tragida,joy
Fly Away Now,Darwin,joy
"Love, Love, Love - Here I Come",Rollo Goes Mystic,joy
Dante's Eternal Flame,Melissa Kaplan and Graeme Revell,joy
Speaker Mix B4,Theo Burt,joy
Legendary Theme (original mix),Perpetual,joy
Cover Me (Trouser Enthusiasts Mix),Sunscreem,joy
Strobe's Nanfushi (Satori Mix),鼓童,joy
The Gate To Shambala,raybeam,joy
Let the Light Shine In (Jono's vocal mix),Darren Tate vs. Jono Grant,joy
Waiting for Tonight (Hex Hector vocal remix extended),Jennifer Lopez,joy
Ring the Alarm (Freemasons Club Instrumental),Beyoncé,joy
Back To The Kalahari (Sandeagle Remix),Kenan Teke,joy
Not The End (Original Mix),Peter Martijn Wijnia Pres. Majesta,joy
Behind Bars,Surprise Me Mr. Davis,joy
Clocks and Clouds,Gilbert,joy
Arms Of Marianne,Pete Teo,joy
The Rythm Of The Night,Nefti,joy
The Mythos Land,Au5,joy
My Way - Original Mix,Aurosonic,joy
you can't be serious,Qualia,joy
Stay (Darren Styles & Mark Breeze Remix),Alphazone,joy
Find Yourself (Original Mix/ Future Trance In The Mix 2),John O'Callaghan feat. Sarah Howells,joy
Suncestershire,Oddskool & Bitbasic,joy
Synthasia,FX Zone,joy
100 Rockets (demo),Hope of the States,joy
Cooper,BLM & Pawas,joy
Sunrise (PHATT Remix),Ratty,joy
Human Dynamo,Freedom Of Sound,joy
Everytime I Go Out,Tijnar,joy
As The Rush Comes (Phatt Mix),Masif DJs,joy
Live Your Dream (Alexander James Vocal Remix),The Entranced,joy
bnik7ykjjm,Jonas the Plugexpert,joy
Swim While Breathing In (Hard Water Remix),Katie Janes,joy
When Loves Takes Over,"Kelly Rowland, David Guetta",joy
Pre-Vision,Anton Aniskin,joy
Lucy (Life Saver Extended Mix),Jealousy,joy
Believe (Nu-NRG Extended Mix),Sunblind,joy
GET MY MIND (brain mix),Mindflower,joy
New Reality (Radio Edit),Kings of the Universe,joy
Southern Cross,Takashi,joy
The Spice,N-1,joy
Facebook In Love feat. TheCOPY21 (Extended Remix),The Entranced,joy
Depeche Mode 'Just Can't Get Enough (nikbitz end of the night remix),nikbitz,joy
useless love,Luxuria,joy
Uvercinka (UDM Remix),Roses & Garlics,joy
Mental Theme (Ace Da Brain's Hell On Earth Mix),Ace's Delight,joy
3rd Symphedrone,Bleeding Stump,joy
Real (Remix by Ylid),Make Good Your Escape,joy
Luv U Mama,Gotecki,joy
You Fade Away (Original Mix),Aurosonic & Zirenz,joy
Bullet Train,Anti Gravity League,joy
Bears in the Woods,The Mekkits,joy
Maribago (Mactan Thundermix),Werkstadt,joy
reime 3,2toedsloth,joy
Gothic Spandex,Color Collapse,joy
Rockin' (Mat Silver Vs. Tony Burt Remix),Alphazone,joy
Sinfonie Nr. 9,Ludwig van Beethoven,joy
Lost (Rogers 12inch Mix),Roger Sanchez,joy
Mystical Vision - Mallorca,Lost Lagoon,joy
Get My Mind (Orginal Mix),Mindflower,joy
1989 (Original Mix),tranzLift vs. AiryBoy,joy
love messages,Qualia,joy
When It's Frosty In The Street,V.Mescherin's Orchestra,joy
Myth - Sunlight at Night (Mystical Vision Remix),Lost Lagoon,joy
New Civilisation,Adam Dyer,joy
2004,N-1,joy
2007,N-1,joy
Kiss the DJ,Freedom Of Sound,joy
the Last Mile (Demo Mix),Lost Lagoon,joy
Quiet Power,Color Collapse,joy
MOT - Trance Of Life,Neocate,joy
Born To Synthesize (Neo & Farina Dub),Mona Lisa Overdrive,joy
TRANCE_09,Marvin Parks,joy
On Holiday,Color Collapse,joy
Isis (Original Mix),Sophie Sugar,joy
Angel (Azima Radio Edit),Rene Dale,joy
Years After Yesterday,Shelby Baldock,joy
Mystical Vision - Forgotten (Intro Mix),Lost Lagoon,joy
2006,N-1,joy
This Moment feat. Jonathan Mendelsohn (Progressive Mix),Nic Chagall,joy
Kazoku,Takafumi Wada,joy
Stealing Time (Club Mix),Above & Beyond,joy
Moth or Butterfly (Demo),Cut the Key,joy
Global_Dj_Broadcast_(Party931)_14-04-2003,Green Court,joy
Lightscape Revisited,N-1,joy
Nothing Wrong (Club Dub),The Entranced,joy
Magellans Voyage,Christian Rusch,joy
The Eighty Eight [Original Mix],Fishtank,joy
Disappearing Sun (Original Mix),Corsar,joy
Nothing Wrong (Radio Dub),The Entranced,joy
ウサギの巣穴 (Rabbit Hole),Nea,joy
マッシュルームヘッド (Mushroom Head),Nea,joy
Serenity (M.I.D.O.R. & Six4Eight Remix),Global Interference,joy
A1 Earth Tone (early edit),Code Affinity,joy
Freedom (feat. Loelitah),Oliver Barabas,joy
Deluxe,OctoKitty,joy
Nothing Wrong With Total Confusion (Extended Mix),The Entranced,joy
EDM Sessions 022 07-25-2006,Hai Lee Chen,joy
Mix for Seat's Next DJ Competition,The Entranced,joy
Just Fantasize (Aeron Aether Remix),Umut Anacoglu And Redloft Feat Nesli,joy
Futurism,Innerverse,joy
chyto,Pastel Arsenal,joy
Carry Me (Martin Roth Full On Trance dub),Talla 2XLC,joy
Lust Is Another (Original Mix),RetroChuco,joy
Liquidity - Suncatcher Remix,"Paul Miller, Motion Blur",joy
Total Confusion (Reworked Radio Dub),The Entranced,joy
Total Confusion (Reworked Dub Mix),The Entranced,joy
Total Confusion (Reworked Vocal Mix),The Entranced,joy
Search For Freedom (M.I.K.E. Remix),Active Sight,joy
PIANO HOUSE CLASSIC,New World Corporation,joy
Concrete Box,Jordan Daniel,joy
Isis (Alex M.O.R.P.H. Mix),Sophie Sugar,joy
Ray Of Light,VEVO,joy
Generika,Fionn Hodgson,joy
Total confusion (DJ Nic remix),The Entranced,joy
Outlaw (Michael Duretto Remix),Olive,joy
See Me Fly,Dowster and Vagabond ft. Amy,joy
Alane (Trouser Enthusiast's Orgasmic Apparation Mix),Wes,joy
"Violin Concerto No.1 in G minor, Op.26 - 3. Finale (Allegro energico)","Salvatore Accardo, Kurt Masur, Gewandhausorchester Leipzig",joy
Total Confusion (Smith-Tone Remix),The Entranced,joy
Losing You (Instrumental Radio Edit),The Entranced,joy
Live Your Dream (Instrumental Radio Edit),The Entranced,joy
Freedom (feat. Loelitah) [Extended Mix],Oliver Barabas,joy
Captivated (Type 41's Emotional State  Remix),Max Go & Chris Lawr feat. Cami Bradley,joy
Underworld - Tin There,Wipeout 2097 OST,joy
For A Time,Distronaut,joy
Hikari Hitotsu Hirari,Sleeping Johnny Fish,joy
In The Darkness (Denyle Remix),Denyle,joy
Esc,Rol Blaar,joy
Beatitude,Micoland,joy
Gambit,Belerophon,joy
Transmutation Of Species Part 3,Talbot & Deru,joy
Spirit Substance,TATSUHIRO,joy
Piece of Heaven (DJ Zinc Remix 2),Martino ft. Sacha,joy
Fixation (Airway Remix),Andy Ling,joy
OneBigNYE,DJ Arkangel B2B Joey Riot,joy
As Time Goes By (Original Mix),A.M.R.,joy
Natrus,Nesuvia,joy
I`m Alive (Sasha & Bt`s Atraxion Future Mix),Seal,joy
I`m Alive (Atraxion Future Radio Edit),Seal,joy
Ronski Speed - Promo Mix (September  2011),Ronski Speed,joy
Let it go to sleep,Metallica vs. Faithless vs. Stonebridge,joy
Epic - 7 Skies Remix,Suncatcher,joy
Atlantis (Deep Blue) (Original Epic Mix) (139.65),Nick Skitz,joy
Quarze,The Lime Room,joy
Sunday Afternoon (Nu-NRG Remix),G&M Project,joy
The Way it Should Be (Dub),4 Strings vs. DJ Shaine,joy
Good For Me (Above & Beyond New Club Mix),Above & Beyond,joy
Epos - Vivagio,Epos,joy
31 rendered,Marauda,joy
Baterffly (feat Jeneva& Supramental - vocal mix),EGOBOX,joy
Lost [featuring Zara],Sunlounger,joy
Sweetest Dreams (Ambient mix),Coderoy,joy
Till We Meet Again _Robert Burns Mix,Galen Behr & Robert Burns,joy
Bonkers Anthem,Sharkey ft. Lisa Abbott,joy
Under The Sea (Sebastian Brandt's Zela Remix) [Future Favorite],Mungo,joy
Mindcircus (Gabriel & Dresden mix),Way Out West Feat. Trisha Lee,joy
Wooden Swordz (Jose Zamora and Dousk Jdk Mix),Viton and Stel,joy
Recoil (Matzo Remix),Signalrunners,joy
Ashley (Alex M.O.R.P.H Remix),Filo And Peri Feat. Aruna,joy
Lost [Dance Version],Sunlounger and Zara,joy
Aural Slave - Thomas Datt Remix,Ronski Speed,joy
Wonder? (DJ Tiësto & Armin van Buuren Wonder mix),DJ Tiësto and Armin van Buuren present Major League,joy
Afterhours - Suncatcher Remix,A.M.R.,joy
In My Dreams (Alex M.o.r.p.h. vs. Woody van Eyden remix),2Trance,joy
wonder what I'll do today,Nervous Testpilot,joy
Sunday Afternoon (Original Mix),G and M Project,joy
Swing 2 harmony,Paresma,joy
Universal Soul (Hemstock & Jennings Mix),Mandrake,joy
Chasing Leaves (Original Mix),Carl B pres. Khensu,joy
Witness (Album Edit),"Rank 1, Jaren, Mitiska, Cerf",joy
Voices from the Inside (Album Mix),M.I.K.E.,joy
25 years and running,The Tough Alliance,joy
Empty Spaces feat. Cat Martin - Andrew Bennett's Lost Time Remix,"After Meridian, Dave Costa, Cat Martin",joy
Transatlantic (Andy Moor Remix 2005),Jose Zamora and Damian DP Ft P,joy
Blow the trumpet,Gilbert Linley,joy
Satellite (Original Mix),Ocean Lab feat. Justine Suissa,joy
Velocitas Temporis,Sam Hensby,joy
One Day (Part 1),Arksun,joy
Halcyon Daze,Jonathan Dix,joy
Too Late (Original Busta Move Mix),Backroom Sounds,joy
Sexy Fuck,Whos Who,joy
Elevate Your Mind,Gary D,joy
Flaming Clouds (Airbase Remix),alex morph,joy
The Moon Loves the Sun,The Moon Feat Nu-NRG,joy
Bad Day Bad Loop,Gold Panda,excitement
Waiting For The Dawn,Lunatic Soul,neutral
Sumer By Night,Tiamat,reflective
Skarakesh,9 Lazy 9,joy
Knights of Damcar,Secret Chiefs 3,excitement
Sajanna,Badmarsh & Shri,calm
Shamanic Tea,Tripswitch,excitement
Five Lines,Asura,reflective
Decca,Talvin Singh,reflective
Black Arrow,Solar Fields,reflective
Streets,Nitin Sawhney,excitement
"Of These, Hope (reprise)",Peter Gabriel,calm
Mountain,Gold Panda,excitement
Centre of the Earth,DJ Food,excitement
Vikram The Vampire,Talvin Singh,neutral
Territories part one,Asura,excitement
Lo Delta,Afterlife,reflective
From Mumbai,Kaya Project,excitement
2 Seasons,Kick Bong,excitement
B2,Banco De Gaia,excitement
Sheesha,Banco De Gaia,excitement
Worthy,Bluetech,excitement
Soni,Talvin Singh,joy
Column of Sadness / Wheel of Pain,Basil Poledouris,excitement
One God Dub,Kaya Project,reflective
Dub Crickets,Androcell,excitement
Adachigahara's Theme,Shock One,excitement
In Doo,Kick Bong,excitement
Analog Mood Swings,Karsh Kale,reflective
Colossal Risk,Estradasphere,excitement
Dem,Mercan Dede,joy
Maya,Banco De Gaia,excitement
Spartacus,Ino Hidefumi,joy
Serpents Dance,Arcana,excitement
We Were Gonna,Dengue Fever,excitement
Kinski Disko Fox Machine,Visit Venus,reflective
Le Vol d'Icare,Asura,reflective
See Breeze,Talvin Singh,joy
Toucan,Union Jack,excitement
The Asian Detective,Badmarsh & Shri,reflective
Exiled (Manta Mix),Tripswitch,joy
Mustard Fields,Talvin Singh,reflective
Uphold,Talvin Singh,excitement
Purple and Orange,Welder,excitement
Vermont Avenue,Ferraby Lionheart,excitement
Kara Kum,Banco De Gaia,joy
The Battle of Devas,Asura,excitement
Sufism,Zeb,excitement
Salsa Gharana,Badmarsh & Shri,excitement
Dubla,Talvin Singh,excitement
Galaxies Part One (album edit),Asura,excitement
The Beat Goes On,Talvin Singh,excitement
Don't Do It,World Clique,reflective
Sway Of The Verses,Talvin Singh,joy
Shields,Enam,calm
Silver Flowers,Talvin Singh,excitement
Creme Egg,Banco De Gaia,neutral
Mathar (Yellow Mix),Indian Vibes,neutral
Breath,Mercan Dede,joy
Blue Haze,ISHQ,joy
Dakan,Afrocubism,excitement
Abalonia,Talvin Singh,joy
Raag to Ragga,Kaya Project,excitement
Instinct,Karsh Kale,joy
Distant God,Talvin Singh,joy
Gamelah (Dub 3),Banco De Gaia,excitement
Lord of Silk,Cell,reflective
War Cry,Brookes Brothers,excitement
2 Seasons (Side Liner remix),Kick Bong,excitement
Sansara,Astropilot,excitement
Roda (Bombay Dub Orchestra's Grateful Dub Radio Mix),Céu,excitement
Baro,Issa Bagayogo,excitement
Dya Bana,Issa Bagayogo,excitement
Fake It Till You Make It,Banco De Gaia,excitement
The Year of Living Dangerously,Maurice Jarre,joy
Arambol,Astropilot,sadness
Opal,Adham Shaikh,neutral
Squirrel Bait,Daniel Bell,excitement
Land Of The Tiger,David Arkenstone,excitement
My Dear Masters,FREEMAN,excitement
Desert Tale,Tegma,joy
Smokebelch II (David Holmes mix),The Sabres of Paradise,excitement
Balinese Bongos,Les Baxter,joy
Arimoya,Astropilot,excitement
Dambalou,Issa Bagayogo,excitement
Shang High,Future Soundz Of India,excitement
2046,Blu Mar Ten,excitement
View from the Palace,David Arkenstone,joy
Aataba,Darine Hadchiti,excitement
No Wisdom,Enduser,excitement
At Siva's Feet,Vas,neutral
States of Mind,Utah Saints,excitement
Isis K,Transglobal Underground,excitement
Heavy Intro,Amar,excitement
The Ploughman,Djivan Gasparyan,excitement
grazie a dio,The Heartbreakers,excitement
136,Midival Punditz,neutral
Milord,Les Baxter,excitement
Not Here,Enduser,excitement
Somewhere to Land,The Soundcarriers,excitement
Jãbalqã,Secret Chiefs 3,neutral
Tears From The Moon (Hybrid's Twisted on the Terrace Mix),Conjure One,reflective
Mathar (Adbhuta),Indian Vibes,excitement
Guitar Noir,The Aqua Velvets,excitement
Bobby Style,Talvin Singh,excitement
Afghan Black,Muslimgauze,joy
Timbuktu,Issa Bagayogo,excitement
Elves of Athoria,Omnimotion,neutral
Accepting Trankuility,The Milky Bar Kid,excitement
Pikkukivi,Poeta Magica,excitement
Dark Roads,Kaya Project,excitement
Crossing the Desert,Desert Dwellers,joy
Drummer's Reel,Dhol Foundation,excitement
Baji Larabat,Lo'Jo,excitement
Qurna (Mister Christian On The Decks),Banco De Gaia,excitement
Obsidian Beats,Kaya Project,excitement
Askaa!,Teddy Rok Seven,excitement
Tounga,Issa Bagayogo,excitement
Spiritual Master Key,Osmani Soundz,excitement
Diama Don,Issa Bagayogo,excitement
Jabarsa,Secret Chiefs 3,excitement
Water Down The Ganges (Joi On The Ganges Remix),Prem Joshua,joy
Dirty Fellow,Karsh Kale,calm
Nar-I Mey,Mercan Dede,excitement
Shanti (Red With White Spots Edit),Banco De Gaia,excitement
Waterchild,Waterbone,excitement
The Heart,Welder,excitement
Sunday Water,Blu Mar Ten,excitement
The Green Eyes Mystery,Astropilot,excitement
Ya Donya,Najwa Karam,excitement
Le Zephyr,Govinda,joy
Samsara,Vamps,excitement
Dark Age,Midival Punditz,excitement
Juokse sinä humma,Karjalan Sissit,sadness
Banani,Issa Bagayogo,excitement
Stringz Ultd.,Chiller Twist,excitement
Surf Nouveau,The Aqua Velvets,excitement
Busy Port,Les Baxter,excitement
Les Portes De La Nuit,Taraf de Haïdouks,excitement
Raanjhan,Midival Punditz,excitement
Galaxies Part One,Asura,reflective
Ciew Mawele,Issa Bagayogo,excitement
Escales,Martin Denny,excitement
Tempra,Banco De Gaia,excitement
Peter Gunn Twist Tequila With A Twist,Ray Anthony,excitement
Hello Tomorrow,Astropilot,excitement
Imaginary Traveler,Brian Keane & Omar Faruk Tekbilek,neutral
Cinematic Reprise,Karsh Kale,excitement
miss you,伊藤由奈,joy
Forest Dreams,Midival Punditz,excitement
Fried Neckbones and Home Fries,Santana,neutral
Love Each Day,Astropilot,excitement
Touch Of Heaven,Astropilot,reflective
Fabric,Midival Punditz,excitement
Healing Prayer,Mercan Dede,reflective
Bootsy Goes East,Chiller Twist,excitement
Howdydaomaori,K.I.A.,excitement
Voyages Into The Supernatural,Hujaboy,excitement
K-Ascendant,Kingsuk Biswas,excitement
Kisaltmalar,Baba Zula - Mad Professor,excitement
Egyptian Disco,DJ Disse,excitement
Koroto,Issa Bagayogo,excitement
Menhirs of Mesa Boghe,Suns Of Arqa,excitement
Gogo Sitar,Kahuna Kawentzmann,joy
L'enterro,Dusminguet,sadness
Kanou,Issa Bagayogo,neutral
N'Deri,Issa Bagayogo,excitement
Driverz Of The Deep,Chiller Twist,joy
Sisi,Issa Bagayogo,excitement
TDF Meet DCS,Dhol Foundation,excitement
Watch the Cat,Bahramji & Maneesh De Moor,excitement
Chauffeur,Issa Bagayogo,excitement
Lethal Lava Land,近藤浩治,excitement
Gipsy Trail,L. Subramaniam,joy
Una sangre,Fidel Nadal,excitement
Book Of Wings,Mercan Dede,calm
Healing with Turmeric,Dhol Foundation,excitement
Far From Home,Midival Punditz,excitement
Emile (Night Rate),Aural Exciters,excitement
Bellydancer,Adham Shaikh,excitement
Born For The Night,Jonas Steur,neutral
Big Drum Small World,Dhol Foundation,excitement
Supernova,Safri Duo,joy
"Panchira (Rasa Clinic, 1962)",Gare du Nord,excitement
Insite,Midival Punditz,excitement
Newborn Shuffle,Adham Shaikh,joy
Vine Of Souls,Cyberbabas,excitement
Funky Nawari,Jef Stott,excitement
Soriya,Zen Lemonade,joy
Ajmer,Midival Punditz,excitement
Fata Morgana,Orientation,excitement
Tamagnoko,Issa Bagayogo,excitement
Cleopatra Seduces Caesar,Jeff Beal,excitement
Vesna (3ZA remix),CherryVata,excitement
Hello To Mama,Zap Mama,neutral
Stories From Around The World,DJ Rap,excitement
Corpus Rex,Safri Duo,joy
Deep Dream Meme,Adham Shaikh,excitement
Knightlife,Sukh Knight,excitement
舞娘,蔡依林,excitement
Dark Age (Karsh Kale Remix),Midival Punditz,excitement
It Was Made in Heaven,Suns Of Arqa,excitement
Ali,Midival Punditz,excitement
Colours Of Punjab,Dhol Foundation,excitement
Djigui,Issa Bagayogo,excitement
Collective,Adham Shaikh,reflective
The Sufi Movement,Eastern Spirit,excitement
Gnangran,Issa Bagayogo,excitement
Invocation to Water,Shaman's Dream,excitement
Saracen (Eye of Horus Vocal Mix),Jef Stott,joy
Cafe Beirut  (Live FJRemix) - Lo-Fi Rec.,First June Repression,neutral
Fumo Di Londra 2,Piero Piccioni,excitement
Circle Of Seven,Chiller Twist,calm
Sabaddub,Adham Shaikh,excitement
Trio,Maja Ratkje,excitement
Hallucinasia,Suns Of Arqa,excitement
Dya,Issa Bagayogo,excitement
Työlki Ellää (Eurovision 2010 - Finland),Kuunkuiskaajat,excitement
Voice From The Moon,Galactic Caravan,excitement
Tuchia,Jon Balke,excitement
Respire ! (The dervish),Greg Baumont,excitement
Touba,Issa Bagayogo,excitement
Sbooty,DJ Koze,excitement
Calypso Blues,Willie Rosario,neutral
Gnele,Issa Bagayogo,excitement
DesiRock,Swami,excitement
Siberian Spring,Astropilot,excitement
Roob Lor Thom Pai (There Are Many Handsome Men Out There),Buppah Saichol,excitement
Kashmir Day Trip (Kuba Remix),Entheogenic,excitement
Intz mi Khuntrir (Ask Me No Questions),Djivan Gasparyan,excitement
Madagascar (Domi-Nation Remix),Art of Trance,reflective
Lai Lah (v1.00),Banco De Gaia,excitement
Kublai Tec,Al Gromer Khan,excitement
Salute to the Sun,Omar Faruk Tekbilek,sadness
Slave Girl,Santo & Johnny,excitement
Shining On,伊藤由奈,excitement
Ganesh,A.R. Rahman,excitement
Lanaya,Issa Bagayogo,excitement
More Distant Than You Think (LARVAE remix),Enduser,excitement
Vishnu's Eastern Block (Line 47 remix),Enduser,excitement
Lost Paradise,U-Recken,excitement
You Can Find the Feeling,Master Musicians of Jajouka,joy
Kesariya,Midival Punditz,excitement
Temples,dj Cheb i Sabbah,neutral
Mustahil (Electroslide Herb Remix),Toires,excitement
Hame Ragham Mojood Ast,Kiosk,excitement
Osman'um,Mircan Kaya,joy
Blue Cat,Yestegan chaY,joy
Exotic Siren Song,Moonshake,excitement
Eik Din II,Dhol Foundation,excitement
Beyhude,Yansımalar,joy
Martini Five-O,The Blue Hawaiians,excitement
Break Out,Dom & Roland,neutral
Madomba,Issa Bagayogo,excitement
River Of Air,Gus Till,joy
Sundinaya,Naked Rhythm,excitement
Kouloun,Issa Bagayogo,excitement
Inti Zar,Yahel,joy
Dougoulanta,Adham Shaikh,excitement
Furu,Issa Bagayogo,joy
Ich liebe Didge,Äl Jawala,joy
Tumbi Blaster,David Starfire,excitement
Kanadianfan,Issa Bagayogo,excitement
Seragaki (Junkie XL remix),Ryukyu Underground,joy
Frozen East,Dilate,excitement
bugarcica,Boban Marković Orkestar,excitement
Mevlana Jalaluddin Rumi - Dream of Shams,Mercan Dede,joy
cha cha SING,Berryz工房,excitement
Sub Bubble,Adham Shaikh,excitement
Istanboogie,Oojami,excitement
Tarak,Knossos,excitement
Expedition S.I.P,JP Juice,joy
Through the Gate we go,Suns Of Arqa,joy
BAILA BAILA,伊藤由奈,excitement
Quetzalcoatl,Suns Of Arqa,joy
Cumbada,L'Ensemble Rayé,excitement
Ccori Canastitay,Yma Sumac,excitement
136 (Gautam's Downtempo Mix),Midival Punditz,excitement
Papaloko,Axial,joy
Ancient Teachers Of Mankind,Eat Static,excitement
Arqamedies and the Arkanauts,Suns Of Arqa,reflective
Afrodisiac,Ganga Giri,excitement
In the Jungle,Ganga Giri,excitement
F.K.O. (Console remix),Subtle,excitement
Carawonga,Ganga Giri,excitement
Троллейбус,Башня Rowan,excitement
Enigmatic Hyroglyph,Astropilot,excitement
Al Sahid,Knossos,excitement
Flesh Of The Gods,GMS,excitement
Numu,Issa Bagayogo,excitement
Na Doo (Very Striking Girl),Man City Lion,excitement
Tania (2006 edit),U-Recken,joy
Hymn To Pan,Rhea's Obsession,sadness
Gerudo Desert,近藤浩治,excitement
Peace to the Middle East,Adham Shaikh,excitement
Dawn Of Time,Etnoscope,excitement
Float Away & Disappear,Filteria,excitement
Militant 24,Ges-e & Visionary Underground,excitement
Ahuras Fravashis,Suns Of Arqa,neutral
OUTER BODY EXPERIENCE,Rabbit In The Moon,reflective
