track,artist,final_emotion,reason
Roland The Roadie And Gertrude The Groupie,Dr. Hook,joy,Already processed
Native Faith,上海アリス幻樂団,joy,Already processed
One More Saturday Night,Bob Weir,joy,Already processed
Extraordinary,Nizlopi,joy,Already processed
Love Long and Prosper,m-flo loves STAR TREK,joy,Already processed
Dentist!,Alan Menken,joy,Already processed
Somethin Stupid,Frank Sinatra,joy,Already processed
Keep An Eye On Love,Zeep,joy,Already processed
Hadashi no Kiseki Instrumental,RIKKU (Marika Matsumoto),joy,Already processed
"Caroling, Caroling",Natalie Cole,joy,Already processed
Prorvemsia (Opera),Любэ,joy,Already processed
Dear Mr. President (Live At Q Music),P!nk,joy,Already processed
You're A Superstar (City Of Love Club Mix),Love Inc.,joy,Already processed
Balloon Flight,The Grammar Club,joy,Already processed
Run Bobby Run,Lesley Gore,joy,Already processed
You Give Me Something (Commercial Edit),Jamiroquai,joy,Already processed
Panama,New Orleans Rhythm Kings,joy,Already processed
I Feel Pretty,Adam Sandler & Jack Nicholson,joy,Already processed
Lullaby of Broadway,Dick Powell,joy,Already processed
Someday (LP Version),Sugar Ray,joy,Already processed
Summer Time Magic,HOME MADE 家族,joy,Already processed
Jon Jon,"She's Spanish, I'm American",joy,Already processed
New College,The Dollyrots,joy,Already processed
Pride and Prejudice,Carl Davis,joy,Already processed
Burana,Orjan Nilsen,joy,Already processed
More More More,Rachel Stevens,joy,Already processed
Flooded Quarry,Nizlopi,joy,Already processed
L'Impresa Eccezionale,Articolo 31,joy,Already processed
Where Were You When I Needed You,Herman's Hermits,joy,Already processed
Bittersweet,嵐,joy,Already processed
Ovi ois,Valvomo,joy,Already processed
La caissière de chez Leclerc,Elmer Food Beat,joy,Already processed
아름다운 밤이야,비스트,joy,Already processed
Só,Luiz Melodia,joy,Already processed
Harem Holiday,Elvis Presley,joy,Already processed
BE ALL RIGHT!,11WATER,joy,Already processed
The Joker (Radio Edit),Fatboy Slim,joy,Already processed
Behemoth,Shinjuku Zulu,joy,Already processed
The c jam blues,Duke Ellington,joy,Already processed
Prologue (Little Shop of Horrors),Alan Menken,joy,Already processed
The Hipster,Harold McNair,joy,Already processed
Where Only I Could Go,The Muffs,joy,Already processed
The ostrich approach,I Am Bones,joy,Already processed
Du Mal,Maurane,joy,Already processed
Across The Great Divide (Live),The Band,joy,Already processed
Aint Got No,Nina Simone,joy,Already processed
Moreno,Joyce,joy,Already processed
Folie à Deux,6 Day Riot,joy,Already processed
Some Fun Now,Alan Menken,joy,Already processed
We Are Family (Single Edit),Sister Sledge,joy,Already processed
Let's Get High,Letters to Cleo,joy,Already processed
Olympia,Surferosa,joy,Already processed
Csinálj gyereket!,Anima Sound System,joy,Already processed
R2,Bumblefoot,joy,Already processed
Танго разбитых сердец,Григорий Лепс,joy,Already processed
Let It Bleed (Live),The Rolling Stones,joy,Already processed
Rockin' The Bronx,Black 47,joy,Already processed
Omaha,The Golden Palominos,joy,Already processed
Pollyanna Song,Hayley Mills,joy,Already processed
Pixies,Snuff,joy,Already processed
The Effect,A.C.T,joy,Already processed
It's My Life,Wendy O. Williams,joy,Already processed
King of the Road,Elvis Presley,joy,Already processed
LIFE - LOVE CiRCLE,大塚愛,joy,Already processed
お願い！セニョリータ,ORANGE RANGE,joy,Already processed
Abergavenny,Marty Wilde,joy,Already processed
UNDER THE BLUE SKY,the Indigo,joy,Already processed
香水百合,張韶涵,joy,Already processed
Julio Jackson,Atoi,joy,Already processed
Tritsch Tratsch Polka,J. Strauss II,joy,Already processed
"Tzena, Tzena, Tzena",Vic Damone,joy,Already processed
Take Me There (Remix),Blackstreet,joy,Already processed
Sereno,Beth Carvalho,joy,Already processed
Go Marilee,Marbles,joy,Already processed
Chatanooga choo-choo,Glenn Miller,joy,Already processed
This is my sound,Coco Fay,joy,Already processed
We Access Only A Fraction,caterina barbieri,joy,Already processed
Rockin' In A,Madness,joy,Already processed
Kimberly,Angelfish,joy,Already processed
If I Knew You Were Coming I'd Have Baked a Cake,Eileen Barton,joy,Already processed
Vente Al Mas Alla,Alejandro Sanz,joy,Already processed
Sweet Days,Snuff,joy,Already processed
Dancing in the Head,The Mekons,joy,Already processed
Super Effective [Battle! Trainer (Johto)],"Fishy, Andy Jayne",joy,Already processed
HAMMER AND NAIL,Indigo Girls,joy,Already processed
Let's Do Everything for the First Time,of Montreal,joy,Already processed
32-20 Blues (Album Version),Eric Clapton,joy,Already processed
Smoke Gets in Your Eyes,Benny Goodman,joy,Already processed
In Another Life,Strangeheart,joy,Already processed
Così e Cosà,Articolo 31,joy,Already processed
Jeremiah Was a Bullfrog,Three Dog Night,joy,Already processed
Rock-A-Bye,George Benson,joy,Already processed
Птица-паровоз,Вячеслав Бутусов,joy,Already processed
DAN DAN 心魅かれてく,ZARD,joy,Already processed
Dlaczego pada deszcz,Czerwone Gitary,joy,Already processed
Beautiful Life,w-inds.,joy,Already processed
Me & You (Live),Slow Club,joy,Already processed
I Should Be So Lucky (Extended Mix),Kylie Minogue,joy,Already processed
Only the Blues,Donovan,joy,Already processed
Wiosna,Skaldowie,joy,Already processed
Call Me Lightning,Joan Jett and the Blackhearts,joy,Already processed
Mist Covered Mountains Of Home,Greg Joy,joy,Already processed
Mmmbopp,Hanson,joy,Already processed
She Waits For Me,Protocol,joy,Already processed
"Notturno, from ""Coppelia""",Léo Delibes,joy,Already processed
Beat A Drum (LP Version),R.E.M.,joy,Already processed
From New York to L.A.,Patsy Gallant,joy,Already processed
Todo Dia E Dia,Elza Soares,joy,Already processed
Goldmine,Fitness Club Fiasco,joy,Already processed
Jammin' With Lester,Lester Young,joy,Already processed
So Tragicomical,Husking Bee,joy,Already processed
Jack Champagne,The Muffs,joy,Already processed
Lovely Day,Beres Hammond,joy,Already processed
Give This World To You,The Primitives,joy,Already processed
Yagonahh,Koenjihyakkei,joy,Already processed
Drive By Love,AJ McLean,joy,Already processed
Just Want To Live,The Open,joy,Already processed
"Have Fun, Go Mad",Blair,joy,Already processed
Sen,V3SKA,joy,Already processed
Cause and Effect,Ordinary Peoples,joy,Already processed
Papa's Got a Brand New Pig Bag,Pigbag,joy,Already processed
Never Let Me Down,Sophie Ellis-Bextor,joy,Already processed
Not Since Nineveh (Live),Wes Montgomery,joy,Already processed
Route 66,Dr. Feelgood,joy,Already processed
Why Did She Go?,Fool's Garden,joy,Already processed
joy da silence,Peter Grummich,joy,Already processed
Hybrid Dream,w-inds.,joy,Already processed
Avedumma,Koenjihyakkei,joy,Already processed
Tennessee Plates,Charlie Sexton,joy,Already processed
Mbereko Yakaramba,The Four Brothers,joy,Already processed
I Got You Babe  (LP/Single Version),Sonny & Cher,joy,Already processed
Sing-Along Rhino,John Powell,joy,Already processed
The World Is Mine (Live Album Version),Hooverphonic,joy,Already processed
The Red Queen Theme (Take One),Pink Floyd,joy,Already processed
Georgia Brown,Kasey Chambers,joy,Already processed
Down By The Riverside (take 6),Albert Ayler,joy,Already processed
Are You Having Fun?,Joe Loss,joy,Already processed
These Memories,Oh Romeo,joy,Already processed
Yan Bahçe,Rober Hatemo,joy,Already processed
The Black-Eyed Boys,Paper Lace,joy,Already processed
AKA Don't Stop Now,Lemon Jelly,joy,Already processed
Celtic Fiddle,Irish Folk,joy,Already processed
Libre,Paulina Rubio,joy,Already processed
Namidaboshi,Puppypet,joy,Already processed
Life,The Devin Townsend Band,joy,Already processed
Kasaneta Kokoro,Yuzo Hayashi,joy,Already processed
I Gotta Be With You,Solomon Burke & De Dijk,joy,Already processed
Night Deluxe,Lead,joy,Already processed
LaLaLa,윤하,joy,Already processed
Dance Little Lady,Frank Chacksfield,joy,Already processed
Light Enough To Travel (Live),The Be Good Tanyas,joy,Already processed
Rissenddo Rraimb,Koenjihyakkei,joy,Already processed
Alles ist hell,Jim Steinman,joy,Already processed
Machi he Deyouyo,Yuzo Hayashi,joy,Already processed
Otome no Recipe,Yuzo Hayashi,joy,Already processed
Ain't No Drugs High Enough (Ratatat vs. Marvin Gaye),The Jane Doze,joy,Already processed
Follow Me,Kay Hanley,joy,Already processed
라차타 (LA chA TA),에프엑스(f(x)),joy,Already processed
Escape,Xing,joy,Already processed
Happy Days Are Here Again,Annette Hanshaw,joy,Already processed
המגפיים של ברוך,כוורת,joy,Already processed
Hora Aven Nachass Tussa,Bratsch,joy,Already processed
At Least I'm Not As Sad (As I Used To Be),Fun,joy,Already processed
The Entertainer,Joshua Rifkin,joy,Already processed
Summer Madness,Lead,joy,Already processed
未来の地図,Mi,joy,Already processed
Hayaashi,Yuzo Hayashi,joy,Already processed
Summer in the City,Joe Jackson,joy,Already processed
Ta.La.La,奥華子,joy,Already processed
찰랑소녀,Humming Urban Stereo,joy,Already processed
There Is No Prettier Girl Than Little Djula,Mostar Sevdah Reunion,joy,Already processed
Cherokee,Lionel Hampton,joy,Already processed
Rhythm Man,Count Basie,joy,Already processed
Mooiste Van De Klas,De Mens,joy,Already processed
Hungry Heart,The School,joy,Already processed
Smile Song,Daniel Ingram,joy,Already processed
Partners,Jim Reeves,joy,Already processed
"Parijs, Berlijn, Madrid",Boudewijn de Groot,joy,Already processed
Non Devi Piangere,Alberto Camerini,joy,Already processed
Love is Cash,Rebecca,joy,Already processed
"You Just Haven't Earned it yet, Baby",Morrissey,joy,Already processed
The Happy People,Airto Moreira,joy,Already processed
Overture,Gilbert & Sullivan,joy,Already processed
Winter Song,The Dartz,joy,Already processed
Vivi's Theme,Stephen Kennedy,joy,Already processed
Let Your Love Flow,Petra Haden,joy,Already processed
Heavy Traffic Ahead,Steve Wariner,joy,Already processed
Настасья,Вячеслав Бутусов и Deadушки,joy,Already processed
Johnny 99,Los Lobos,joy,Already processed
One Hour,Coleman Hawkins,joy,Already processed
No. 5 in D Major - I - Allegro,Wendy Carlos,joy,Already processed
Sekai wa Sore wo Ai to Yobun da ze,サンボマスター,joy,Already processed
Waterfalls,Steve Poltz,joy,Already processed
Se tunne (Koi Kana),Laura Vanamo,joy,Already processed
La Lluvia,Nickodemus,joy,Already processed
Sally Gal [alternate take],Bob Dylan,joy,Already processed
Holding Up The Wall,Denizen Kane,joy,Already processed
Now That We Found Love,No Angels,joy,Already processed
The Clap (Remastered LP Version),Yes,joy,Already processed
Come Fly With Me - with Luis,Frank Sinatra,joy,Already processed
WFL (Think About the Future),Happy Mondays,joy,Already processed
Fame (I'm Gonna Live Forever),Fame,joy,Already processed
"Light & Day (Live from Shepherds Bush Empire, London 27/10/02)",The Polyphonic Spree,joy,Already processed
Полюби меня такой,Наталья Могилевская,joy,Already processed
The Poor People Of Paris (Jean's Song),"Les Baxter, Billy May",joy,Already processed
Nobody But Me (Album Version),The Human Beinz,joy,Already processed
Waggy T Mix,King Jammy,joy,Already processed
Happy Song,On a Friday,joy,Already processed
Bye Bye Bye,Lovestoned,joy,Already processed
Love Me For A Little While,Janet Jackson,joy,Already processed
נעים בחוץ,יוני בלוך,joy,Already processed
Twenty Miles To NH Part 2,The National,joy,Already processed
No Me Voy A Quedar,Yahir,joy,Already processed
Щастье,Cabernet Deneuve,joy,Already processed
"Sing, Sing, Sing (With a Swing",Louis Prima,joy,Already processed
Hello Hello,Flannel Flower,joy,Already processed
KIREI da,w-inds.,joy,Already processed
"The Tra la La Song (One Banana, Two Banana)",The Banana Splits,joy,Already processed
Have You Changed,Duke Ellington,joy,Already processed
She Is Beautiful,Soundtrack,joy,Already processed
She's Strange (12' Rap version),Cameo,joy,Already processed
I Know That You Know,Jimmie Noone,joy,Already processed
I'm Waiting for Nothing,SCSI-9,joy,Already processed
Je Reviens Fanny,Charles Aznavour,joy,Already processed
Don't You Know,X-Perience,joy,Already processed
Three Legged Dog,Lost Dogs,joy,Already processed
Weve Only Just Begun,Carpenters,joy,Already processed
Coming Around Again (Acoustic Mix),Simon Webbe,joy,Already processed
Yes! Pocky Girls,Pocky Girls,joy,Already processed
Canonical Etudes Op. 56: Nicht zu schnell,Robert Schumann,joy,Already processed
Strollin',Metalwood,joy,Already processed
Baby I'm in the Mood for You,Bob Dylan,joy,Already processed
Born To Hand Jive (Soundtrack Version),Sha Na Na,joy,Already processed
Celebration,w-inds.,joy,Already processed
Посмішка,Ані Лорак,joy,Already processed
Trampling Rose,Moonpools & Caterpillars,joy,Already processed
Smack,Coleman Hawkins,joy,Already processed
The Clap (LP Version),Yes,joy,Already processed
Up,Keith Moody,joy,Already processed
Arms of Love,T'Pau,joy,Already processed
Winter Gold,ステファニー,joy,Already processed
The Gap,Deodato,joy,Already processed
Monkey Spanner,Scientist,joy,Already processed
рыжий парень,Серёга,joy,Already processed
Do The Swim,Little Nell,joy,Already processed
Mayonaka no Door,yifei,joy,Already processed
ケロ⑨ destiny,Silver Forest,joy,Already processed
KAMIKAZE 108 (酉年mix),Teriyaki Boyz,joy,Already processed
Weakness,Kashif,joy,Already processed
Greased Lightnin' (Soundtrack Version),John Travolta,joy,Already processed
Let's Go Crazy,Indra,joy,Already processed
雪星,高杉さと美,joy,Already processed
オジー自慢のオリオンビール (エイサー・バージョン),Begin,joy,Already processed
No One Does It.,Department of Eagles,joy,Already processed
1979 (Live),The Smashing Pumpkins,joy,Already processed
"Me, Myself and I",Jive Jones,joy,Already processed
Dances Of Jankayla,David Arkenstone,joy,Already processed
Everything's Alright,Tim Rice,joy,Already processed
A Man Like Me,Lemon Jelly,joy,Already processed
Personal Heaven (with Midge Ure),X-Perience,joy,Already processed
Batman Theme,The Jam,excitement,Already processed
Bois Don't Cry,Mamonas Assassinas,joy,Already processed
The Weird Al Show Theme,"""Weird Al"" Yankovic",joy,Already processed
Treme Treme,MC Loma e as Gêmeas Lacração,joy,Already processed
Song Of The Viking,Todd Rundgren,excitement,Already processed
"Frank's 2000"" TV","""Weird Al"" Yankovic",excitement,Already processed
Ras G's Theme,Ras G,joy,Already processed
Eu não toco Raul,Pedra Letícia,excitement,Already processed
Driving Instructor,Bob Newhart,joy,Already processed
Right Field,Adam Sandler,joy,Already processed
Ein Lama in Yokohama,Schnappi,joy,Already processed
Speaking In Tongues III,Sheila Chandra,joy,Already processed
Kriegstagebuch (instrumental),Spax,joy,Already processed
Impersonating Shifu,Hans Zimmer,excitement,Already processed
Hyena Stomp,Jelly Roll Morton,joy,Already processed
At the Stroke of Midnight Gently,Sopor Aeternus & The Ensemble of Shadows,joy,Already processed
"Hello Muddah, Hello Faddah",Allan Sherman,joy,Already processed
Jean and Dinah,Robert Mitchum,joy,Already processed
А Ленин всех...,Александр Пушной,joy,Already processed
Rigoletto: Questa o quella,Giuseppe Verdi,joy,Already processed
Southwest,Evidence,joy,Already processed
Meet the Flintstones (yabba dabba dub),The B-52's,reflective,Already processed
Descend,Homestuck,joy,Already processed
Crashkurs,Son Goku,joy,Already processed
Lee Feldman,Lee Feldman,joy,Already processed
