track,artist,final_emotion
Coolant Maintenance,Skerror,neutral
See-Saw,Dave Holland Quartet,reflective
Mercurial Skink,Skerror,neutral
Robot Kitten,Skerror,neutral
Chip Reset,Skerror,neutral
92 Miles,Ursull Manchill,sadness
How It Makes Dust Oil,Skerror,neutral
Blackwater Gold,Skerror,neutral
Cloning the Madman,Skerror,neutral
Psilosylum,Skerror,reflective
Sea-Foam Static,Skerror,neutral
Populist Reboil,Skerror,neutral
Stem Cell Stickup,Skerror,neutral
Grub Frivol,Skerror,neutral
Infinite Inch Pound,Skerror,neutral
Minimal Dub (Ment-att_rfrm),D-M@$T€R-K,neutral
Smoke Em Out,Skerror,neutral
Ankle Sickness,Skerror,neutral
Desgeega Allstars,Skerror,neutral
Labyrinth Center Sirens,Skerror,neutral
A.I. Alchemy,Skerror,neutral
Mutiny,Skerror,neutral
Fan Blade Shiv,Skerror,neutral
Detective Work,Skerror,neutral
Twinkle Raid,Skerror,reflective
Yaku-Xeno,Skerror,neutral
Scorpion Cross-Up,Skerror,neutral
Mermaids With Guns,Skerror,neutral
Vision Dust,Skerror,neutral
Statiglossia,Skerror,neutral
Your Wavy Vision,Skerror,neutral
Storm Transport,Skerror,neutral
Factory Sentience,Skerror,neutral
Special Interest Mech,Skerror,neutral
555,Emiliano Mendoza,reflective
Troid Metro,Skerror,neutral
Guillotine Chic,Skerror,neutral
Where Time Went,mojokiss,reflective
Our Emperor's Insolence,Skerror,neutral
Poppy ZZZ,Skerror,neutral
Constellation Prize (Lunartick),This Mother Falcon,reflective
Mechanical Feather,mojokiss,reflective
Hydra Prototype,Skerror,neutral
Slice You Down,Skerror,neutral
Glossy Piston,mojokiss,reflective
AndromedE (4 The Removers),ZAILM Atoyanh,reflective
Evensong Coda Tallin,Robert Fripp,reflective
Nowhere Girl,Moses and the Black Cats,reflective
Live Trap (Peel Session),Themselves,reflective
Crip Donor,Skerror,neutral
Melhius (4 The Removers),ZAILM Atoyanh,reflective
ejection,Sports Analogy Judo,reflective
And They Look Broken Hearted,Four Tet,reflective
Ego Shell,Dark Oz,reflective
Unbalanced Scarves,Yoda's House,calm
Brodmann 41-42,imlac,neutral
Bridge Song,Sports Analogy Judo,reflective
The Seventh Color,The Removers,reflective
alright#5,Sports Analogy Judo,reflective
6:30 am,ZAILM Atoyanh,reflective
Hit and Run,True Womanhood,reflective
Sinistre,Skerror,neutral
The Comet Song,Bjork,sadness
Periphraph,Skerror,neutral
Omni Sight Bomb,Skerror,neutral
Dead Acquisitor,Skerror,neutral
standing in one place for a really long time (bonus track),Sports Analogy Judo,reflective
Desert (Version Anglaise),Emilie Simon,reflective
02 Secret Does Not Comes From The Sky,ZAILM Atoyanh,reflective
global,Fear Candy,sadness
So What! ( LP Fade ),Jane's Addiction,reflective
Dark Wave,Stephen Malkmus and Jicks,reflective
Padmakara,Choying Drolma and Steve Tibbetts,reflective
A4 Pylonesque,Christ,reflective
Here's Why I Don't Believe... (Interlude),Greydon Square,reflective
Sexual Healing,Hot 8 Brass Band,excitement
Analyze Me,Tricky,sadness
King Kong,Psapp,joy
Go-2006,Moby,reflective
I Be Blowin',De La Soul,reflective
C.F. Bundy,Matt Elliott,reflective
Pretty Brown Skin,Roy Ayers,reflective
Xerrox Meta Phaser,Alva Noto,neutral
Infinity,Photek,reflective
Data.Vertex,Ryoji Ikeda,reflective
Music To Interrogate By,Lalo Schifrin,reflective
"Go Down, Old Hannah",Jackie-O Motherfucker,reflective
Disco Dodo,Lynx,reflective
The Ageing Young Rebel (feat. Ken Nordine),DJ Food,reflective
Cordialatron,Aphex Twin,joy
I Am the Black Gold of the Sun (4 Hero remix),Nuyorican Soul,reflective
The Moon Is a Hole in the Sky,Frank Bretschneider,reflective
Xpander (Edit),Sasha,reflective
Mother's Love,Piana,reflective
Unlighted,Senking,reflective
Wildspot,Belbury Poly,excitement
The Rhythm Modulator,Raymond Scott,reflective
Blow,E-Z Rollers,reflective
"Marcus, Martin & Malcolm",The Jazzistics,reflective
Cold Nights And Rainy Days,The Last Electro-Acoustic Space Jazz & Percussion Ensemble,reflective
The Moonlawn,Belbury Poly,sadness
Hot Stuff,Roni Size,reflective
Ancoats 2 Zambia,The Baby Namboos,reflective
Wack Wack,Young Holt Trio,reflective
Retrieval Path,Richard Chartier,reflective
123,Photek,reflective
Dviese prieglobstyje nakties,Grad_U,reflective
Primo,Masakatsu Takagi,reflective
From Within,Yusef Lateef,reflective
Das Modell (2009 Digital Remaster),Kraftwerk,reflective
Keep Cool Babylon,Ras Michael,reflective
Obirin African (Woman of Africa),Art Blakey,reflective
Flyin' High,Marvin Gaye,reflective
Beispiel 1,Noto,reflective
Sunshine of Your Love,Rockers Hi-Fi Meet Ella Fitzgerald,reflective
Last Minutes,Flesh & Space,sadness
Snaigių kritimas atgal į dangų,Mikrokristal,reflective
Music (Peshay Rework),LTJ Bukem,reflective
Psychosis,Tricky,sadness
I Believe in Love,Pat Longo,reflective
Faulty Perceptual Apparatus,The Marcia Blaine School For Girls,reflective
La La Land (Futureshock Mix),Green Velvet,reflective
Kummer,Emil Klotzsch,neutral
Clinically Inclined (Remix),Future/Past,reflective
Bye Baj,"Pascal Comelade, Pierre Bastien, Jac Berrocal & Jaki Liebezeit",reflective
chanson ferroviaire,"Pascal Comelade, Pierre Bastien, Jac Berrocal & Jaki Liebezeit",reflective
Die Charmante Verlockung,Isolat Pattern,reflective
Prince Of Peace,Leon Thomas,reflective
L.O.V.E. And You & I (Madlib Remix),Jazzanova,reflective
Please Set Me At Ease (Fancy Dancer),Bobbi Humphrey,reflective
The Look of Slim (Elegant Soul),Gene Harris & The Three Sounds,reflective
City Hall (alternate take),Lalo Schifrin,reflective
O Maa Tujhe Salaam,Jagjit Singh,reflective
Diamond Fiddle Language II,Terry Riley & Stefano Scodanibbio,reflective
headache storm,ameobatube,neutral
T- Plays It Cool,Marvin Gaye,reflective
punk-rave,ameobatube,reflective
Ballade op19,Kun Woo Paik,reflective
G Spot (10 track mixed CD),Speedy J,reflective
Too High,Yesterdays New Quintet,reflective
Do It Fluid,Dirty Dozen Brass Band,reflective
History and Prospects: Industry,Henry Cow,reflective
"We Live In Brooklyn, Baby",The Roy Ayers Anthology,reflective
mix at Mary Anne Hobbs 05-03-2008,Shackleton,reflective
Monolith,Beta Band,sadness
Blacker (4 The Good Times),Ballistic Brothers,reflective
Down,Roni Size and Reprazent,reflective
Champion Sound (Doc Scott remix),Q-Project,reflective
Clinically Inclined,Future Past,reflective
Tron,Foals,neutral
Boy From Kansas,XV,reflective
You Got Me,XV,reflective
Beep Street,Squarepusher,neutral
"You Kill Bugs Good, Man",Minus the Bear,neutral
Joanni,Kate Bush,neutral
Open Water,Thrice,neutral
Final Form,Everything Everything,joy
Been a Long Time Cousin,Hella,neutral
Chaos Engine,Pinback,reflective
Squarepusher Theme,Squarepusher,neutral
Beside Myself,Earshot,reflective
Weights,Everything Everything,joy
CH 375 268 277 ARS,The Dillinger Escape Plan,neutral
The Death of John Smith,NOFX,neutral
Like Herod (Hood remix),Mogwai,neutral
Spirograph,Andrew Bird,neutral
Tom Tom Theme,Tom Tom Club,neutral
Centric Flow,Obscura,neutral
Two Sheep Asleep,Dirty Projectors,neutral
Nonlin.r,Arovane,neutral
Amnesia,Blotted Science,neutral
Here for Now,Ani DiFranco,joy
Everything We Talked About Yesterday,65daysofstatic,excitement
Fire Engine Dream,Sonic Youth,neutral
The Witch's Promise,Jethro Tull,neutral
Getting Nowhere (feat. John Legend),Magnetic Man,reflective
Porn Coconut Co.,Plaid,neutral
No Retreat,Dilated Peoples,neutral
Hello Great Architect of the Universe,Hella,neutral
Diminishing Between Worlds,Decrepit Birth,neutral
Western Scene,Tides of Man,joy
Downvain,Aesma Daeva,neutral
Cassandra Gemini II,The Mars Volta,excitement
Cassandra Gemini III,The Mars Volta,joy
Bramfatura,3,neutral
Wait A Minute [Just A Touch],Estelle,reflective
Regicide,Matmos,neutral
Cassandra Gemini VII,The Mars Volta,neutral
Fast Life,Jackson and His Computer Band,excitement
Cassandra Gemini IV,The Mars Volta,neutral
Cassandra Gemini V,The Mars Volta,neutral
"Another Excerpt: Keep Light Near You, Even When Dying",maudlin of the Well,excitement
The Willing Well III - Apollo I: The Telling Truth,Coheed and Cambria,reflective
Time As Ideology,Buried Inside,excitement
Cassandra Gemini VI,The Mars Volta,neutral
Darkness,Aesma Daeva,neutral
Ampersand,Adrian Belew,neutral
Brite Nitegown,Donald Fagen,reflective
Clover Garland Island,maudlin of the Well,neutral
Envelopes,Frank Zappa,neutral
Sloth,Fairport Convention,reflective
Planeten in Halbtrauer,Jan Jelinek,reflective
cold reading,bygones,neutral
Spiders House,Califone,neutral
War Zone,Black Moon,neutral
Lovers Again,Exile,joy
Reconstruction,Matmos,reflective
Drowning Witch,Frank Zappa,joy
The Complex,James Horner,neutral
The Picture (Bordeaux),Ephel Duath,reflective
The Prophet,Amorphous Androgynous,sadness
The Stars and Stripes Forever,Matmos,neutral
Recursion Trail,Richard Devine,neutral
Specialty,Howard Jones,reflective
Taygeta,Pleiadians,neutral
Madness,Adrian Belew,anger
This Is Six Minutes,Four Tet,reflective
Floccus,Richard Devine,sadness
Madskillz-Mic Chekka,BT,reflective
Acorns,Max Tundra,neutral
The Divide,Calyx & TeeBee,neutral
13 x Forever,Garbage,neutral
The Bounty Hunter,Estradasphere,neutral
Tractor Pull,Preston Reed,neutral
Zealous Order of Candied Knights,Matmos,neutral
the 15th (felix vocal mix),Fischerspooner,reflective
Cyborga,UltraBlack,neutral
Glove Puppet,Banco De Gaia,reflective
Dansk Rap,Richard Devine,sadness
Power of the Mind,Slugabed,neutral
sigstop,Richard Devine,sadness
Metropolis - Part I,Dream Theater,neutral
Mothra,Atomship,neutral
Itsuko,Richard Devine,sadness
Bogart,Nik Kershaw,reflective
未来,THE BACK HORN,neutral
The Struggle Against Unreality Begins,Matmos,neutral
Circular Flexing (Yee-King mix),Squarepusher,neutral
I'm Ready,Allison Weiss,neutral
Heart of Andalucia,Catherine Duc,reflective
Mosquito Brain Surgery,Spastic Ink,neutral
Funnels,Allan Holdsworth,neutral
Tetrad,Richard Devine,sadness
The Sixteen Men of Tain,Allan Holdsworth,neutral
I Thought You Were God,Clare Bowditch and The Feeding Set,neutral
dispehrse,Esem,reflective
Uncle Jack,Big Big Train,neutral
Moon Circle,Keiko Matsui,neutral
In a City Lining,Cardiacs,excitement
The Drowning Season (original 1996 mix),Assemblage 23,reflective
VC-Demension,Richard Devine,sadness
Continuity,Discordance Axis,neutral
Section,Claro Intelecto,neutral
Sequencer,Rex the Dog,sadness
Flask,Richard Devine,reflective
Mare Mosso,Erik Truffaz,reflective
Das Land der Elefanten,Nena,neutral
Judas Unrepentant,Big Big Train,neutral
King of Insects (Red Sparrow remix),Assemblage 23,reflective
Wages Of Weirdness,Dixie Dregs,neutral
Mr. Bruce,Roy Hargrove,neutral
Corrupt TV,Pitbulls in the Nursery,neutral
Vo Stream Bas,Richard Devine,sadness
Say It,Christian Scott,neutral
Abu Gil,Jon Hassell,reflective
Pakoisvoima / Fugalforce,Pan Sonic,neutral
The Windfall,Joni Mitchell,reflective
ghost,Kiln,neutral
Morning Breeze (Atmos Remix),Vibrasphere,neutral
A Boy in Darkness,Big Big Train,neutral
Easy,Nik Kershaw,neutral
Mutaaattori / Mutator,Pan Sonic,neutral
Do the Neurotic,Genesis,neutral
All That We Are,Scritti Politti,neutral
Is This the Life?,Cardiacs,neutral
Tangram set 1,Tangerine Dream,reflective
Kmara,ROVO,neutral
Baltic Resonance (Solar Fields Remix),Vibrasphere,reflective
Da Doo Doo,Jamie Lidell,reflective
Tenesha,Yowie,neutral
Need Is All You Love (Featuring Theo Altenberg),Burnt Friedman,reflective
Y.T.T.E.,Matmos,calm
Steel Cathedrals,David Sylvian,reflective
The Blessing,Charlie Haden,neutral
Creole Dance,"Emerson, Lake & Palmer",neutral
Üdü Wüdü,Magma,neutral
Powdered Water Too Pt. 1,Eyedea & Abilities,neutral
The Passage,Sinew,neutral
Cancer (Interlude),Mansun,neutral
Flesh Wound,Robert Palmer,anger
Rähinä II / Mayhem II,Pan Sonic,neutral
Tangram set 2,Tangerine Dream,reflective
The Passage,Ephel Duath,anger
Overtime,Level 42,neutral
Picasso Vista El Planeta de Los Simios,Adam and the Ants,neutral
Dadaism,Ruins,neutral
Knowing Smile,Christian Antonius,reflective
Eyes Behind The Curtain,Angels On Acid,neutral
Metal Disco [(RMX),Hong Kong Counterfeit,neutral
Transfer Code,Fanu & Bill Laswell,sadness
Flux,David Sylvian & Holger Czukay,neutral
Follow Me,Level 42,neutral
Rehux,Rumpistol,neutral
Do Not Multiply Models,CiM,sadness
self images,genCAB,sadness
Ak,David Torn,reflective
The 4.15 Bradford Executive,Allan Holdsworth,neutral
Ghetto Afterlife feat Kool G R,Talib Kweli & Hi-Tek,neutral
MISSING PERSONS,Go West,neutral
Multi-Kolored Mini-Skirts,Peter Thomas,reflective
Countdown (with Logistics),Nu:Tone,neutral
The Ancient Giants Under the Sun,Yes,neutral
One By One,Cake Bake Betty,neutral
Universal Struggle Feat. Brownman,Guru,reflective
"Willie Hutch, Brother's Gonna Work It Out/Chemical Brothers With Justin Warfield, Not Another Drugst",The Chemical Brothers,neutral
Progtology,Enchant,neutral
Utopia,Nena,neutral
Tale of Carpathian Wind,Evilfeast,neutral
Cloud Constructor / Cloud of Unknowing,Spiral Architect,neutral
(Ein Klein) Heldenleben,Gryphon,neutral
Bouncing Ball,Aphex Twin,neutral
Cress,Cogwheel Dogs,neutral
Eat Your Young,Hunab Ku,neutral
Amoral Mayor Earwig,Beak,neutral
Eve of the War / Stress,Bankai,neutral
I'm Quitting the Cult (Movement 2),Hella,neutral
Tear It Up,We Are Smug,neutral
Your Voice,Violet Vision,neutral
Teetering on the Edge of Nothingness,Hunab Ku,neutral
Move Out / CP Drill KKL,Information Society,neutral
AirDrawnDagger,Sasha,neutral
Jungeltelegrafen,Terje Rypdal,neutral
Abismo terrenal,Crucis,neutral
Instant Pussy,Robert Wyatt,neutral
Az őzek futása,Gire,reflective
Piano,Alex Machacek,neutral
That's more like it,Terje Rypdal,sadness
Sun Always Shines on TV,a-ha,neutral
More Fool Me (Live),Genesis,sadness
L.A.B.A.T.Y.D.,Nik Kershaw,neutral
Blai Hnotturinn 10,Mum,neutral
jewels (peter latino remix),schneemann & redmer,neutral
Talk To Frank (Remastered),Commix,reflective
Live In Cologne,Bugge Wesseltoft,neutral
Dejavus sind recycelte Zeit,Orbo,neutral
Three Long Piles,A Minor Forest,neutral
Your Lips and You,Bikeride,joy
Society in Ruins,Pail,neutral
Flucht vor der Verwuestungstheorie,Orbo,neutral
My Washing Machine (Original Funk Mix),Sikk,neutral
Moonsongs,Thinking Plague,reflective
Beffroi,Art Zoyd,neutral
"Miss Place, The Mist...",David Torn,neutral
Three,Gavouna,reflective
Le Chateau,Art Zoyd,neutral
Eva,Gabi Newman,neutral
She Lives in Trees,The Silver Wizard Project,sadness
Complex Synth Problems,Leama & Moor,neutral
Churches: No River Deserves a King,Boud Deun,neutral
Morpheus,Rebecca Clarke,sadness
A Walk in the Clouds,Andy C. Lee,neutral
Flucht vor der Verwuestungstheorie (Doomed Alien Remix),Orbo,neutral
Candrea444,Beak,excitement
Face Facts,BK & Andy Farley,excitement
Etude for Combo,Thinking Plague,neutral
La Sévère Conscience Politique,Gangpol und Mit,neutral
Halfway House,Apricot Rail,neutral
Childhood's End,John Young,neutral
"On a cold Tuesday morning, April 1823",Doc & Lena Selyanina,reflective
Get Me My Meds,Nakatomi Plaza,neutral
On The Real Tip,Def Jef,neutral
Black Diamonds,Roland Kirk Quartet,neutral
Chance (Intermission ),DC Talk,neutral
Vultures,Vaeda,neutral
The Acid Never Lies (3pm Rough Rave Mix),Riot in Belgium,neutral
Death Threat (Bahntier Mix),My Life with the Thrill Kill Kult,neutral
Kontrast,Schwarzblut,neutral
Sue Brown,Paley's Watch,neutral
One of our fruit machines is missing,Nik Kershaw,neutral
No Doubt | 11-8 | Dance With Death,Nels Cline,neutral
Weird Kids on the Block,flashbob,neutral
Time Is Against Us,Marshall - Zailm - Manchill,reflective
Dark Sun Rising,Ed Drury & Craig Murphy,neutral
Stay Away,Taproot,neutral
Zeromus (FFIV),The Black Mages,neutral
Superman: Main Title,John Williams,sadness
Boulevards,Vladimir Lisanovitch,reflective
Crystal Planet (Live Version),Joe Satriani,neutral
Nebulae Drift,Marcel Donné,neutral
New Life,Eggplant,sadness
Bherta (Bertha),Ahvak,neutral
Programminversion,Ursull Manchill,reflective
Long Lost Life,Synthesia,reflective
for a reason,Katatura,neutral
Ahvak (Dust),Ahvak,neutral
All My Love,Tauren Wells,excitement
Acknowledgement,LINCOLN CENTER JAZZ ORCHESTRA,neutral
Dark Desire,Trümmerwelten,sadness
In Sight,Dual Echelon,joy
Sorcerer,Herbie Hancock,neutral
Katatura,Katatura,neutral
sea of sand,Guy Gerber and Shlomi Aber,joy
Negation,Vladimir Lisanovitch,reflective
Luv Affair,PPP,neutral
Unsettled Frequencies of life,Jean Renouard,neutral
V,__MaX__,calm
Lane Donnigan,mentalEscape,neutral
Waves ReMaster,HAnh-NEhyah Label Ltd ©,reflective
Often I Lie,Eggplant,sadness
Omyeus and Kalypha,ZAILM Atoyanh,reflective
Spiders Night,Tear of a Doll,neutral
Вот Моя Месть. Готовься Умереть,Crossover's Inside My Fingers,excitement
Peacebone (Album Version),Animal Collective,reflective
Relativity,Puppet Show,neutral
Additional Cycles,Vladimir Lisanovitch,reflective
Nose List Song,Michael Nyman,neutral
Ten Fingers,K.i.f.o.t.h.,neutral
my tawdry efforts lurk inside,Eight Frozen Modules,neutral
Dringlichkeit,Ursull Manchill,reflective
Urban Slave,ZAILM Atoyanh,neutral
Code Inconnu,Pleq and Nebulo,reflective
Data: Telex,Ryoji Ikeda,neutral
Couple #3 is a Solo,5uu's,neutral
Atom /Space /Atom,The Removers,reflective
Cockaigne (In London Town) Overture,Sir Edward Elgar,neutral
"Low Level (Listening, part II)",Stars of the Lid,reflective
Johan Vs Oliver,Microchip,neutral
Salomee,The Removers,excitement
To Play The B.bazz (4 The Removers),ZAILM Atoyanh,reflective
Mhadhuum,The Removers,neutral
Anzeus,SoundMatrix,excitement
32beat (Skizze),Orbo,reflective
King Crimson - Frame By Frame,King Crimson,neutral
Life Lab,The Lab,neutral
Towards the outside (Ext of Orthochrones),ZAILM Atoyanh,reflective
Mealymouth,Eggplant,sadness
Fucking Hardcore Software Developer,Recycle Bin,anger
The things you love will destroy you,Israel Lights,neutral
Escaping Nepthon / Sneak-Break-Kick © Citadel ®,Citadel,neutral
Three Particles Later,The Removers,reflective
Saragossa Girl,Eggplant,sadness
Look No Further,Eggplant,sadness
Between Voice and Drum,Dual Echelon,joy
+ / - +,Ryoji Ikeda,neutral
Not Unique (Club Mix by Aiboforcen),Aiboforcen,sadness
Bitterly Happy,Eggplant,sadness
All I Can Do,Eggplant,sadness
Everything's Alright (Jesus Christ Superstar/Soundtrack Version),Yvonne Elliman,sadness
Sky (Dolls of Pain Version),HausHetaere,sadness
Sonesta,Recycle Bin,anger
Get Down!,100dBs & Ryan O'Neil,reflective
Melhius,The Removers,excitement
essential insight,Katatura,neutral
Cardial Puzzle,Deft Aphid,reflective
XTC 410,ZAILM Atoyanh,reflective
Needle In The Red,Eggplant,sadness
Supa Chompia,Wanlov the Kubolor,reflective
Amesais,ZAILM Atoyanh,joy
Still We Fall (Into the Same Trap),Eggplant,sadness
Trains,Vladimir Lisanovitch,reflective
Pursuance,Turtle Island String Quartet,neutral
Bitter (ish),Eggplant,sadness
Dyson,Beresith,neutral
Explicit Power,mentalEscape,neutral
Travel End,ZAILM Atoyanh,neutral
ghetto and rye,Watch Out For Rockets,excitement
So What,Turtle Island String Quartet,neutral
Gritty Metropolitan Drama Theme,Keshco,neutral
The Flesh Is Weak,Judie Tzuke,neutral
Zone 7 ReMaster,HAnh-NEhyah Label Ltd ©,reflective
Sisyphos,Strömberg/Granlund,neutral
We only wanted to be loved,Eggplant,sadness
Gorilla Ice Capades,The Apex Theory,neutral
Tutta La Vita,Victoria Sukhareva,neutral
2 on top,dare2,reflective
Nuclear Porn Explosion,JustLikeAmmy,sadness
Le labbra del tempo,Area International Popular Group,neutral
