track,artist,track_clean,artist_clean,final_emotion
03/08/05,Holly Morris & Aaron Lennox,0805,holly morris aaron lennox,reflective
Clouds of Glory,Shoshannah,clouds of glory,shoshannah,excitement
Tau,Träne,tau,träne,excitement
Amid Dreams,Altus,amid dreams,altus,joy
Ballade,Wouter Vercruysse,ballade,wouter vercruysse,excitement
Blue Beryll.mp3,Digital Samsara,blue beryllmp3,digital samsara,sadness
Rosa Mystica,Wouter Vercruysse,rosa mystica,wouter vercruysse,excitement
Souls at Sinai 1 - Still Small Voice,Shoshannah,souls at sinai 1 still small voice,shoshannah,reflective
The Parting,Dominic G. Ward,the parting,dominic g ward,excitement
Fragile Mind,岩崎琢,fragile mind,岩崎琢,reflective
Fungamental,Zetan Spore,fungamental,zetan spore,reflective
O' Magnum Mysterium,Soil & Eclipse,o magnum mysterium,soil eclipse,excitement
Lupine Rot,Laura Sheeran,lupine rot,laura sheeran,sadness
They Think They Own the Place,Roofwalkers,they think they own the place,roofwalkers,reflective
Blessing of Peace / Barchenu Avinu,Shoshannah,blessing of peace barchenu avinu,shoshannah,reflective
Mar,Trust,mar,trust,excitement
Heartland,AmBeam,heartland,ambeam,excitement
Beyond the Magic,Deniz Akbulut,beyond the magic,deniz akbulut,excitement
Ocean I,Klaus Wiese,ocean i,klaus wiese,sadness
Forest in Peace,Swen (Dzoncy) strOOp,forest in peace,swen dzoncy stroop,excitement
Wood of Silence,Francesco Fareri,wood of silence,francesco fareri,excitement
Wayside,Ishta,wayside,ishta,reflective
Fiesta de Charango,William Ernesto Centellas,fiesta de charango,william ernesto centellas,excitement
EXEC_ViiBaCi_MjiiRa/.(エグゼク・ヴィーベイスィミーラ),霜月はるか,exec_viibaci_mjiiraエグゼクヴィーベイスィミーラ,霜月はるか,joy
Vhailor,Mark Morgan,vhailor,mark morgan,excitement
Sein,Dada Dumdums,sein,dada dumdums,reflective
Stargazing,Trinodia,stargazing,trinodia,neutral
Lament of the Lost Soul,Angellore,lament of the lost soul,angellore,neutral
Gilgamesh,Bohuslav Martinů,gilgamesh,bohuslav martinů,excitement
Far-Off Sand,Pharoah Sanders,faroff sand,pharoah sanders,excitement
Madreselva,Wouter Vercruysse,madreselva,wouter vercruysse,excitement
I'm A Man Just Like You,Ras Michael,im a man just like you,ras michael,excitement
Mauve,弘田佳孝,mauve,弘田佳孝,neutral
Lichthauch,Other Day,lichthauch,other day,neutral
To Jah Only,Prezident Brown,to jah only,prezident brown,joy
And The Wind Across The River,Izzumm,and the wind across the river,izzumm,sadness
Lage Zwaluwe,Wouter Bruys,lage zwaluwe,wouter bruys,joy
Groombridge,Trinodia,groombridge,trinodia,sadness
Canon In D,Daniel Kobialka,canon in d,daniel kobialka,joy
3 Points (Long Way To Go),Forgotten Passage,points long way to go,forgotten passage,excitement
Immersion,Shoshannah,immersion,shoshannah,joy
Ascensio,Dada Dumdums,ascensio,dada dumdums,reflective
Rising Midwinter Veils,Betray-Ed,rising midwinter veils,betrayed,reflective
Soul Journey,Shoshannah,soul journey,shoshannah,joy
Part II. Contemplatio per affirmationem (Oratio quietis - Somnus potentiarum - Coniunctio),Vladimír Hirsch,part ii contemplatio per affirmationem oratio quietis somnus potentiarum coniunctio,vladimír hirsch,joy
Lachrima Sanguinis,Ras Algethi,lachrima sanguinis,ras algethi,reflective
He is My Defense,Marty Goetz,he is my defense,marty goetz,reflective
Mystery Babylon,Prezident Brown,mystery babylon,prezident brown,joy
Open-Minded,Dada Dumdums,openminded,dada dumdums,reflective
Solar Flare,Atomic Pulse,solar flare,atomic pulse,excitement
Madusa,State Radio,madusa,state radio,excitement
On Personal Darkness,Ras Algethi,on personal darkness,ras algethi,neutral
Allah Akhbar,Into a Circle,allah akhbar,into a circle,reflective
Early Autumn's Coming On,Izzumm,early autumns coming on,izzumm,excitement
Lost In the Wilds/The Hunt,Jack Wall,lost in the wildsthe hunt,jack wall,excitement
Cloudman,Jimmy Webb,cloudman,jimmy webb,excitement
Dream about,Gribal,dream about,gribal,reflective
The Eye,The Soundrops,the eye,the soundrops,excitement
Alone Machines (Residential Mix),Crashed by Car,alone machines residential mix,crashed by car,sadness
Spaceship,Steve Dressler,spaceship,steve dressler,excitement
Blessings of Love (Traditional),Shoshannah,blessings of love traditional,shoshannah,reflective
Natti Natti ((Androcell Remix)),Aes Dana,natti natti androcell remix,aes dana,reflective
Kolacja,Trupwzsypie,kolacja,trupwzsypie,excitement
Great grief,Tetarise,great grief,tetarise,joy
Machi Machi,Peia,machi machi,peia,excitement
V4641 Sgr,Ghosts In The Clocktower,v4641 sgr,ghosts in the clocktower,excitement
Das Vgelchen,Meret Becker,das vgelchen,meret becker,excitement
Canzone con'un cuore infranto,Tiphereth,canzone conun cuore infranto,tiphereth,excitement
Zen Garden,PadsBanger,zen garden,padsbanger,excitement
Airway 2,Gulan,airway 2,gulan,sadness
Rainforest Dawn,Daniel Kobialka,rainforest dawn,daniel kobialka,joy
Flames Of Love,Shahram Nazeri and Shams Tanbur Ensemble,flames of love,shahram nazeri and shams tanbur ensemble,excitement
Lucid Projection,Salvinorin,lucid projection,salvinorin,reflective
Among the Clouds,Sorhiel,among the clouds,sorhiel,reflective
Starry Eyed Surprise,Tune Robbers,starry eyed surprise,tune robbers,excitement
Valley Of The Fallen Star,MNSN,valley of the fallen star,mnsn,joy
Burning Man,Jay Serrao And The Juice,burning man,jay serrao and the juice,excitement
...But Mostly Black,___dREàgänN||||||,but mostly black,___dreàgänn,neutral
Aleister Calling,Shava Sadhana,aleister calling,shava sadhana,sadness
Nebulosa,Strömberg/Granlund,nebulosa,strömberggranlund,joy
Mello On the Yellow Brick Road,Steve Dressler,mello on the yellow brick road,steve dressler,excitement
The Fruit of Insomnia,GR DeeRam,the fruit of insomnia,gr deeram,excitement
CHILLOUT ZONE,Cordovero,chillout zone,cordovero,calm
Meeting with the Dalai Lama,William Susman,meeting with the dalai lama,william susman,joy
"Back To Tunis, Of Course",South American Beauty Culture,back to tunis of course,south american beauty culture,excitement
Under The Influence Of Everything Else,FOWL,under the influence of everything else,fowl,calm
Tricks Are For Kids,Radio Spectacular!!!,tricks are for kids,radio spectacular,reflective
Omega of Pain (Alpha Crucis),Ras Algethi,omega of pain alpha crucis,ras algethi,reflective
Mainbeat - Original Mix,Eximinds,mainbeat original mix,eximinds,neutral
Round Dance Song (World),Robert Tree Cody,round dance song world,robert tree cody,sadness
Sonar (Eximinds Remix),Illuminor,sonar eximinds remix,illuminor,joy
Dreary Station,Wonaldo,dreary station,wonaldo,joy
Aegishjalmur Part. II - Icelandic Witchery,Betray-Ed,aegishjalmur part ii icelandic witchery,betrayed,excitement
The Mystic (Antipathy),Greg Rapaport,the mystic antipathy,greg rapaport,excitement
Голоса Далеких Галактик,hash-head,голоса далеких галактик,hashhead,reflective
Souls at Sinai (Full Version),Shoshannah,souls at sinai full version,shoshannah,neutral
Sea Priestess,Magicfolk,sea priestess,magicfolk,excitement
Nyama Temple,Daniel Lippert,nyama temple,daniel lippert,excitement
Occidental Sadhu,Saafi Brothers,occidental sadhu,saafi brothers,excitement
Eternity Between Breaths,Tell Of Visions,eternity between breaths,tell of visions,excitement
Soneodia Untitled1,NOVUM,soneodia untitled1,novum,excitement
White Magic,Psychonaut,white magic,psychonaut,excitement
wonder,Starfield Projex,wonder,starfield projex,calm
Osmosis Song,Lacy James,osmosis song,lacy james,reflective
It Was Written,The Prodigal Son,it was written,the prodigal son,joy
Palace of Peace - Hamikdash Hashlishi,Shoshannah,palace of peace hamikdash hashlishi,shoshannah,reflective
Yegah Taksim,Ihsan Özgen,yegah taksim,ihsan özgen,excitement
Why the Owl Wins,Skerror,why the owl wins,skerror,reflective
Never Odd Or Even...,Byn Vacum,never odd or even,byn vacum,excitement
Notre-Dame des Douleurs,Abyssanctum,notredame des douleurs,abyssanctum,neutral
Under the Shadow of an Oak (Studio version),Lind Erebros,under the shadow of an oak studio version,lind erebros,excitement
'Moon on the Sedge',Dominic G. Ward,moon on the sedge,dominic g ward,joy
Kequahawkas,Michael Chocholak,kequahawkas,michael chocholak,excitement
Captive,Aretha Henry,captive,aretha henry,joy
Eternally,The Morning Birds,eternally,the morning birds,excitement
Constance,Cyclamen Valley,constance,cyclamen valley,excitement
Reverie - Shir Hamalot 126,Shoshannah,reverie shir hamalot 126,shoshannah,excitement
Biltone - Humming Bird,Super Numeri,biltone humming bird,super numeri,excitement
Bubeník,Velvet Sky,bubeník,velvet sky,excitement
Terra's Theme - FFVI,Takeharu Ishimoto,terras theme ffvi,takeharu ishimoto,excitement
illusion,Kastrierte Philosophen,illusion,kastrierte philosophen,excitement
Berliner Messe - Agnus Dei,Arvo Pärt /Tallinn Chamber Orchestra,berliner messe agnus dei,arvo pärt tallinn chamber orchestra,excitement
Asterite's Home,Ecco II: Tides of Time,asterites home,ecco ii tides of time,excitement
Libero Stellarum,Cyclamen Valley,libero stellarum,cyclamen valley,excitement
Two Tides,Ecco II: Tides of Time,two tides,ecco ii tides of time,neutral
Surrealism,Byn Vacum,surrealism,byn vacum,calm
Deep Ridge,Ecco II: Tides of Time,deep ridge,ecco ii tides of time,neutral
Sidh,Violet Sky,sidh,violet sky,excitement
Izlel e Delio Haidutin,Valya Balkanska,izlel e delio haidutin,valya balkanska,excitement
Tempus Est Iocundum (Totus Floreo),Kings & Beggars,tempus est iocundum totus floreo,kings beggars,excitement
Fault Zone,Ecco II: Tides of Time,fault zone,ecco ii tides of time,neutral
Montauk Project,God Generator,montauk project,god generator,sadness
The Calling –The Training,William Susman,the calling the training,william susman,joy
o,matt middleton / crude,o,matt middleton crude,joy
Shri Rama Stuti,Craig Pruess,shri rama stuti,craig pruess,reflective
Into the Storm,Calmwind,into the storm,calmwind,sadness
Solar Power,Mr Solo,solar power,mr solo,reflective
Dreamers (Original Mix),Nikhil Prakash ft. Trianda,dreamers original mix,nikhil prakash ft trianda,neutral
Trellia's Bay,Attila Heger,trellias bay,attila heger,neutral
Varapturous Ghost Girl,Skerror,varapturous ghost girl,skerror,excitement
Honey sweet peace,Biltone,honey sweet peace,biltone,joy
Sve i svja,Damjan od Resnika,sve i svja,damjan od resnika,joy
Under The River,Aquatic Lifeforms,under the river,aquatic lifeforms,excitement
Southern Mexico - The Unnamed Days,Colin O'Malley,southern mexico the unnamed days,colin omalley,joy
Ωμεγα of Pain (Aλφα Crucis),Ras Algethi,ωμεγα of pain aλφα crucis,ras algethi,joy
Jussun,Kastrierte Philosophen,jussun,kastrierte philosophen,excitement
Enter the Mystical Cave,Betray-Ed,enter the mystical cave,betrayed,joy
Sun Rising,Dominic G. Ward,sun rising,dominic g ward,joy
Sun Rising,Dominic G. Ward,sun rising,dominic g ward,joy
Vents of Medusa,Attila Heger,vents of medusa,attila heger,excitement
ANA BEKO'ACH (SHORT VERSION),Cordovero,ana bekoach short version,cordovero,excitement
Gurgle Weights (Nezumi's Atmospheric Remix),The Peach Tree,gurgle weights nezumis atmospheric remix,the peach tree,excitement
Touched In The Place Where Trust Simply Aches,Stay Frightened,touched in the place where trust simply aches,stay frightened,excitement
Where The Green Ants Dream,Oöphoi & Perceptual Defence,where the green ants dream,oöphoi perceptual defence,neutral
All I Have To Do Is Dream,George Harrison,all i have to do is dream,george harrison,joy
Voodoo Soul (Reprise),Yo Yo Honey,voodoo soul reprise,yo yo honey,neutral
Beyond Orion,Starfield Projex,beyond orion,starfield projex,sadness
Harry Potter And The Prisoner Of Azkaban - John Williams - 05 - Double Trouble,John Williams,harry potter and the prisoner of azkaban john williams 05 double trouble,john williams,excitement
ANA BEKO'ACH (SPANISH STYLE),Cordovero,ana bekoach spanish style,cordovero,excitement
II. Larghetto,Antonio Vivaldi,ii larghetto,antonio vivaldi,reflective
Sweet Suite (Beginning at the End),Wendy & Lisa,sweet suite beginning at the end,wendy lisa,reflective
Viva Tirado,The 5th Dimension,viva tirado,the 5th dimension,sadness
MIK,Charmed,mik,charmed,sadness
Falling Sideways,I Am Unanimous!,falling sideways,i am unanimous,sadness
I Am Forever (Album Version),Rancid,i am forever album version,rancid,joy
We will fit that shoe,Wonaldo,we will fit that shoe,wonaldo,calm
Finding Easter Eggs,Wouter Bruys,finding easter eggs,wouter bruys,calm
"Grieg: Peer Gynt Suite No.1, Op.46 - 2. The Death of Aase","Berliner Philharmoniker, Herbert von Karajan",grieg peer gynt suite no1 op46 2 the death of aase,berliner philharmoniker herbert von karajan,neutral
Freedom Reigns,Ed Bolduc,freedom reigns,ed bolduc,reflective
You Are Holy,Nicole Mordeman,you are holy,nicole mordeman,reflective
Short Nigun,Matisyahu,short nigun,matisyahu,sadness
Back to the Future (Part II),D'Angelo,back to the future part ii,dangelo,neutral
Atackla,Russian Circles,atackla,russian circles,reflective
Atácame,Achillea,atácame,achillea,neutral
An den Wassern zu Babel,Arvo Pärt,an den wassern zu babel,arvo pärt,reflective
Dela Dela,Sacred Spirit,dela dela,sacred spirit,calm
Andalucia,Mythos,andalucia,mythos,reflective
Love of Strings,Moby,love of strings,moby,joy
Aquaria,Diane Arkenstone,aquaria,diane arkenstone,joy
Intro: Gods & Heroes,Sacred Spirit,intro gods heroes,sacred spirit,reflective
Futuro (Live),MAE,futuro live,mae,joy
O-Loa-Ki-Lee,Sacred Spirit,oloakilee,sacred spirit,joy
The Journey To The West,久石譲,the journey to the west,久石譲,neutral
Quality Of Mercy,Michelle Shocked,quality of mercy,michelle shocked,neutral
Strangely Beautiful,Amethystium,strangely beautiful,amethystium,excitement
Bylar,Ataraxia,bylar,ataraxia,reflective
Isis And Osiris,Alice Coltrane,isis and osiris,alice coltrane,reflective
Beautiful Blue,Lemongrass,beautiful blue,lemongrass,joy
Zablejalo Mi Agance,Stellamara,zablejalo mi agance,stellamara,neutral
L'airone,Fabrizio Paterlini,lairone,fabrizio paterlini,reflective
Bija!,Cynic,bija,cynic,neutral
The Rain,Lou Rhodes,the rain,lou rhodes,calm
The One Moment,Michael Nyman,the one moment,michael nyman,neutral
Song II (Lento e Largo),Henryk Górecki,song ii lento e largo,henryk górecki,reflective
Arbos,Arvo Pärt,arbos,arvo pärt,excitement
Odysseia,Shiva in Exile,odysseia,shiva in exile,reflective
The Rite,Lisa Gerrard,the rite,lisa gerrard,sadness
Love Is Everywhere,Pharoah Sanders,love is everywhere,pharoah sanders,joy
Om Nama Shivaya,Donna De Lory,om nama shivaya,donna de lory,reflective
Main Title (UK version),Bear McCreary,main title uk version,bear mccreary,joy
Rothko Chapel 1,Morton Feldman,rothko chapel 1,morton feldman,joy
August Moon,Waterbone,august moon,waterbone,reflective
Laurelei,Lisa Gerrard,laurelei,lisa gerrard,sadness
Jealous Guy,Youssou N'Dour,jealous guy,youssou ndour,reflective
Anam Cara,Medwyn Goodall,anam cara,medwyn goodall,calm
Galaxy In Turiya,Alice Coltrane,galaxy in turiya,alice coltrane,neutral
Sita Ram,Alice Coltrane,sita ram,alice coltrane,neutral
Secret Call,Ginkgo Garden,secret call,ginkgo garden,joy
The Temple Of Vaal,David Arkenstone,the temple of vaal,david arkenstone,calm
Rising,Greg Maroney,rising,greg maroney,joy
With a Little Patience,Eleven Tigers,with a little patience,eleven tigers,joy
Nostrie Tiempo,Marcomé,nostrie tiempo,marcomé,reflective
Taruca,Medwyn Goodall,taruca,medwyn goodall,calm
Evergreen Dazed,Felt,evergreen dazed,felt,reflective
Wholly Yours (A Collision ),David Crowder Band,wholly yours a collision ,david crowder band,reflective
Lift Me Lord,Bill Hicks,lift me lord,bill hicks,neutral
Native Rituals,Karunesh,native rituals,karunesh,neutral
Hotaka,Juno Reactor,hotaka,juno reactor,reflective
Tribal,Badmarsh & Shri,tribal,badmarsh shri,excitement
To Tell the Truth,菅野よう子,to tell the truth,菅野よう子,reflective
Besse Bunting,Mediæval Bæbes,besse bunting,mediæval bæbes,sadness
Ewige Blumenkraft,Die Ärzte,ewige blumenkraft,die ärzte,neutral
Tears of the East,Philip Wesley,tears of the east,philip wesley,neutral
My Redeemer Lives (Reuben Morgan),Reuben Morgan,my redeemer lives reuben morgan,reuben morgan,reflective
Es Sang vor Langen Jahren,Arvo Pärt,es sang vor langen jahren,arvo pärt,neutral
Desert Crossing,David Arkenstone,desert crossing,david arkenstone,calm
Golden Gate Gospel Train,The Golden Gate Quartet,golden gate gospel train,the golden gate quartet,neutral
A French Galleasse,Rachel's,a french galleasse,rachels,joy
