track,artist,track_clean,artist_clean,final_emotion
Rotten Guy,HighWay17,rotten guy,highway17,fear
Timebomb (Rabbit In The Moon Remix),Rabbit In The Moon,timebomb rabbit in the moon remix,rabbit in the moon,fear
La Voile d'Orphée,Pierre Henry,la voile dorphée,pierre henry,fear
ee-mix,Utamoh Thumo,eemix,utamoh thumo,fear
Dormient,Mirco Abete,dormient,mirco abete,fear
Psychic Transmission from the Lunar Mind-Mass,Cacogen,psychic transmission from the lunar mindmass,cacogen,fear
Tomorrow Winter Comes,Hrsta,tomorrow winter comes,hrsta,fear
Fire Down Below,Leo Flavum,fire down below,leo flavum,fear
Scattered,Frozen Herd,scattered,frozen herd,fear
The pain legacy,Desolation,the pain legacy,desolation,fear
Fiend,Moleculez,fiend,moleculez,fear
Hidden Angles,Cacogen,hidden angles,cacogen,fear
oxycodone,Utamoh Thumo,oxycodone,utamoh thumo,fear
Rhythm Fragmentation,Mirco Abete,rhythm fragmentation,mirco abete,fear
Ximit: X Out the Limits,krovo,ximit x out the limits,krovo,fear
"at last, three companions for interaction hex",Cacogen,at last three companions for interaction hex,cacogen,fear
Three Sleepless Nights,Cacogen,three sleepless nights,cacogen,fear
jai servii seisma,Utamoh Thumo,jai servii seisma,utamoh thumo,fear
The darkening,Leo Flavum,the darkening,leo flavum,fear
We are the elite (Xtematic remix),Carnage & Cluster,we are the elite xtematic remix,carnage cluster,fear
The Beast Within,Leo Flavum,the beast within,leo flavum,fear
Intrigue,Mezzanine Stairs,intrigue,mezzanine stairs,fear
Thug Vestibule,Mezzanine Stairs,thug vestibule,mezzanine stairs,fear
Blind Radiation,Akloaka,blind radiation,akloaka,fear
The Weakness,Skim,the weakness,skim,fear
Ritual of Salt and Blood,Cacogen,ritual of salt and blood,cacogen,fear
Darkifiering,PalmWorks,darkifiering,palmworks,fear
tuul,Utamoh Thumo,tuul,utamoh thumo,fear
Sluts In The City,gg allin & cedar street sluts,sluts in the city,gg allin cedar street sluts,fear
spatter (07222010),The Glowing Garden,spatter 07222010,the glowing garden,fear
Convoking Her Blackest Nihility,Cacogen,convoking her blackest nihility,cacogen,fear
Water Makes it Worse,:lore,water makes it worse,lore,fear
Magnetic Writhings from Beneath Waves,Cacogen,magnetic writhings from beneath waves,cacogen,fear
Anxiety,清田愛未,anxiety,清田愛未,fear
Leeming Through Black Branches,Cacogen,leeming through black branches,cacogen,fear
Hoarfrost on Every Blade and Leaf,Cacogen,hoarfrost on every blade and leaf,cacogen,fear
Devouring Souls,Frozen Herd,devouring souls,frozen herd,fear
Bleeding,Adam Frost,bleeding,adam frost,fear
The Kitchen and The Orgy,Basil Poledouris,the kitchen and the orgy,basil poledouris,fear
Natasha Goes Down The Wrong Slope,Subversive Intentions,natasha goes down the wrong slope,subversive intentions,fear
Grey And Castles,Cynthia Dall,grey and castles,cynthia dall,fear
Phrekazyd,krovo,phrekazyd,krovo,fear
Wandering Beneath a Winter Moon Radiating a Dim Purple Glow Which I Alone Can Perceive,Cacogen,wandering beneath a winter moon radiating a dim purple glow which i alone can perceive,cacogen,fear
I shall lie very still in the mud and save all the strength I can,Cacogen,i shall lie very still in the mud and save all the strength i can,cacogen,fear
When Evening Falls (early lyrics),The Soundrops,when evening falls early lyrics,the soundrops,fear
Tryp,krovo,tryp,krovo,fear
im NOT jacque,Cacogen,im not jacque,cacogen,fear
at the mercy of amygdala,chronon,at the mercy of amygdala,chronon,fear
Woodghost,"Why Insects, Why?",woodghost,why insects why,fear
Seduction (Part 2),Graeme Revell,seduction part 2,graeme revell,fear
Our Lethargic Procession Through Moribund Reality,Cacogen,our lethargic procession through moribund reality,cacogen,fear
self-smear campaign,Cacogen,selfsmear campaign,cacogen,fear
Mars : The Bringer of War,Gustav Holst,mars the bringer of war,gustav holst,fear
refusing a ride home from work,Cacogen,refusing a ride home from work,cacogen,fear
Bill Nye Theme,Mudhoney,bill nye theme,mudhoney,fear
Weather Made 1,Kaffe Matthews,weather made 1,kaffe matthews,fear
Diskyder,krovo,diskyder,krovo,fear
Unmesked,krovo,unmesked,krovo,fear
stealing free samples while at work,Cacogen,stealing free samples while at work,cacogen,fear
The Border Between Light And Dark,Skim,the border between light and dark,skim,fear
I think you might be racist,Cacogen,i think you might be racist,cacogen,fear
"Burrowing Deep Down into the Swamp, All the Way to the Center of the Earth, Nestled in the Stomach of a Colossal Black Weather Loach",Cacogen,burrowing deep down into the swamp all the way to the center of the earth nestled in the stomach of a colossal black weather loach,cacogen,fear
Aboard the Starship Clefairy,Cacogen,aboard the starship clefairy,cacogen,fear
Jean-Fran,灰野敬二,jeanfran,灰野敬二,fear
Evil Lyn,Zenith,evil lyn,zenith,fear
Frayed Wires Long to Be Touched,Cacogen,frayed wires long to be touched,cacogen,fear
"Theme From 'Gary, The Silent Octopus'",The Skeet Ramsey Free Jazz Trio,theme from gary the silent octopus,the skeet ramsey free jazz trio,fear
F.E.#13 2B Untitled - U.T. Remix,Utamoh Thumo,fe13 2b untitled ut remix,utamoh thumo,fear
Maestoso - Allegretto,Edward Cree,maestoso allegretto,edward cree,fear
Ominous Kingdom,Ripoff,ominous kingdom,ripoff,fear
"Symphony No. 7, in A Major, Op. 92, II, Allegretto",Ludwig van Beethoven,symphony no 7 in a major op 92 ii allegretto,ludwig van beethoven,fear
"Cello Suite No. 5 in C, BWV 1011 I. Prelude",Mstislav Rostropovich,cello suite no 5 in c bwv 1011 i prelude,mstislav rostropovich,fear
the driver of the bus on an escalator,a finely-tailored jitbag,the driver of the bus on an escalator,a finelytailored jitbag,fear
"""She Wouldn't Even Know It Was Me""",Cacogen,she wouldnt even know it was me,cacogen,fear
Humanity (part II),Ennio Morricone,humanity part ii,ennio morricone,fear
Basic Instinct Main Title,Theme Songs,basic instinct main title,theme songs,fear
s.v.m.d.,Utamoh Thumo,svmd,utamoh thumo,fear
Endless (DGE Remix),PrFabio,endless dge remix,prfabio,fear
natura inorganica- quinto movimento,Nico Mangifesta,natura inorganica quinto movimento,nico mangifesta,fear
Terraforming,Zenith,terraforming,zenith,fear
"The World's Gone Mad (feat. Barrington Levy, Del Tha Funkee Homosapien & Alexander Kapranos)",Handsome Boy Modeling School,the worlds gone mad feat barrington levy del tha funkee homosapien alexander kapranos,handsome boy modeling school,fear
Motherfucker=redeemer,Godspeed You Black Emperor!,motherfuckerredeemer,godspeed you black emperor,fear
Timebomb [Original Mix Remastered],Rabbit In The Moon,timebomb original mix remastered,rabbit in the moon,fear
Rain,David & Stephan Rippy,rain,david stephan rippy,fear
Stäng alla dörrar och fönster,Franke,stäng alla dörrar och fönster,franke,fear
World of Fantasy (feat. Digital Blasphemy),Razor Edge,world of fantasy feat digital blasphemy,razor edge,fear
natura inorganica- quarto movimento,Nico Mangifesta,natura inorganica quarto movimento,nico mangifesta,fear
Symphony N. 9 (New World) - 1. Adagio; Allegro molto,"London Symphony Orchestra, Eugene Ormandy",symphony n 9 new world 1 adagio allegro molto,london symphony orchestra eugene ormandy,fear
"Rhapsody on a Theme of Paganini in A minor, opus 43 - Variation VIII:Tempo I",Sergei Rachmaninoff,rhapsody on a theme of paganini in a minor opus 43 variation viiitempo i,sergei rachmaninoff,fear
Theme Song,Black Mesa Mod Group,theme song,black mesa mod group,fear
Wallander evil,Martin Phipps,wallander evil,martin phipps,fear
Pixels (Pete Heller's Oldskool Mix),UBU,pixels pete hellers oldskool mix,ubu,fear
"Symphonie Fantastique, op.14: Dies irae",Chicago Symphony Orchestra,symphonie fantastique op14 dies irae,chicago symphony orchestra,fear
Urban Funk Campaigne (Feraliminal Lycanthropizer),Schloss Tegal,urban funk campaigne feraliminal lycanthropizer,schloss tegal,fear
"Sometimes, You Must Fall",Squdlum,sometimes you must fall,squdlum,fear
The Nine,)EIB(,the nine,eib,fear
Anvil Of Crom,Conan the Barbarian,anvil of crom,conan the barbarian,fear
Mafarka 2,Mauthausen Orchestra,mafarka 2,mauthausen orchestra,fear
Transparent Obstacle,Gauntlet 4,transparent obstacle,gauntlet 4,fear
Mafarka 1,Mauthausen Orchestra,mafarka 1,mauthausen orchestra,fear
Creepy Stories,Matteo Curcio,creepy stories,matteo curcio,fear
Crazy,Ominous Serenity,crazy,ominous serenity,fear
Foul Brood,Bubble's Depo,foul brood,bubbles depo,fear
I Touch My Body In Vain To Find The Wound,Tharsis Tholus,i touch my body in vain to find the wound,tharsis tholus,fear
Tribute To Locust Face,Yeye feat. Rules,tribute to locust face,yeye feat rules,fear
Unchained,Alykai,unchained,alykai,fear
quinto riflessi- quinto movimento,Nico Mangifesta,quinto riflessi quinto movimento,nico mangifesta,fear
natura inorganica- terzo movimento,Nico Mangifesta,natura inorganica terzo movimento,nico mangifesta,fear
Escape,Miklos Rozsa,escape,miklos rozsa,fear
Teddy Bear Wired.,Bernard Herrmann,teddy bear wired,bernard herrmann,fear
"Clock Town, Third Day",Koji Kondo and Toru Minegishi,clock town third day,koji kondo and toru minegishi,fear
The Judas Swing,Eso Charis,the judas swing,eso charis,fear
Lost Hope for Tomorrow,崎元仁,lost hope for tomorrow,崎元仁,fear
Empty Streets Revisted,DJ Hidden,empty streets revisted,dj hidden,fear
Hellmarch (Arkus P. Remix),Razor,hellmarch arkus p remix,razor,fear
Ghostrider,Total Science & S.P.Y.,ghostrider,total science spy,fear
Improvvisazione per chitarra preparata I!,Nico Mangifesta,improvvisazione per chitarra preparata i,nico mangifesta,fear
Eerie Invited,Scrog,eerie invited,scrog,fear
The Irreparale Act,Loss,the irreparale act,loss,fear
Gofere/Antchi Hoye,Getachew Mekurya,gofereantchi hoye,getachew mekurya,fear
Cymatic Scan,Bill Laswell & Tetsu Inoue,cymatic scan,bill laswell tetsu inoue,fear
Mako Reactor,Nobuo Uematsu -FF VII-OSV-CD1,mako reactor,nobuo uematsu ff viiosvcd1,fear
Herbman Hustling,Sugar Minott,herbman hustling,sugar minott,anger
Shakedown!,theSTART,shakedown,thestart,anger
Babylon,Triston Palmer,babylon,triston palmer,anger
Dance Before the Storm,Levellers,dance before the storm,levellers,anger
My Drive Thru,N*E*R*D,my drive thru,nerd,anger
Liar (live),Sex Pistols,liar live,sex pistols,anger
My Conversation,Kid Alex,my conversation,kid alex,anger
Blackman Land,Prince Far I,blackman land,prince far i,anger
New York City Blues,Hey Bulldog,new york city blues,hey bulldog,anger
Badda Dan Dem,Lone Ranger,badda dan dem,lone ranger,anger
Coming Of The Lord,Sluggy ranks,coming of the lord,sluggy ranks,anger
Digital Citizens,Autodafeh,digital citizens,autodafeh,anger
Opstandig ever,DuvelDuvel,opstandig ever,duvelduvel,anger
King & Queen,Capleton,king queen,capleton,anger
Change my ways,Hey Bulldog,change my ways,hey bulldog,anger
the meaning of loyalty,Hey Bulldog,the meaning of loyalty,hey bulldog,anger
What They Say,CALVINCHAOS,what they say,calvinchaos,anger
Come Forever,Hey Bulldog,come forever,hey bulldog,anger
American Romanticism,Company Of Strangers,american romanticism,company of strangers,anger
Designer kids,Seize The Day,designer kids,seize the day,anger
"Bigger, Brighter, Better",Seize The Day,bigger brighter better,seize the day,anger
Blue Muder,Tom Robinson,blue muder,tom robinson,anger
Statute of Liberty,T V Smith,statute of liberty,t v smith,anger
Fight The Power (feat. Xzibit),KoЯn,fight the power feat xzibit,koяn,anger
Roll Like a River,T V Smith,roll like a river,t v smith,anger
Not In My Name,T V Smith,not in my name,t v smith,anger
Thedium Vithe,Negativa,thedium vithe,negativa,fear
The Seeker (Album Version),Rush,the seeker album version,rush,anger
zet,St. Elmo's fire,zet,st elmos fire,anger
Gwely Mernans,Aphex Twin,gwely mernans,aphex twin,fear
Bloodstone,Amon Tobin,bloodstone,amon tobin,fear
Oompa Radar,Goldfrapp,oompa radar,goldfrapp,fear
October Is Eternal,of Montreal,october is eternal,of montreal,fear
Youlogy,Volcano Choir,youlogy,volcano choir,fear
"First, Love",She Wants Revenge,first love,she wants revenge,fear
Illuminated,Miami Horror,illuminated,miami horror,fear
I Found the End,Broadcast,i found the end,broadcast,fear
Noam Chomsky Spring Break 2002,Department of Eagles,noam chomsky spring break 2002,department of eagles,fear
La Sirena,Feist,la sirena,feist,fear
Small Craft on a Milk Sea,Brian Eno,small craft on a milk sea,brian eno,fear
I Collect Coins,Mercury Rev,i collect coins,mercury rev,fear
5,Interpol,,interpol,fear
Calliope,Tom Waits,calliope,tom waits,fear
4:02,Global Communication,02,global communication,fear
Arbenita (11 Years),Max Richter,arbenita 11 years,max richter,fear
Wake Up Pretty,A Sunny Day In Glasgow,wake up pretty,a sunny day in glasgow,fear
Obelisk,Timber Timbre,obelisk,timber timbre,fear
Narcosis,Tomahawk,narcosis,tomahawk,fear
Night Swim,Amon Tobin,night swim,amon tobin,fear
Syncope,Sparta,syncope,sparta,fear
Illuminant,Efterklang,illuminant,efterklang,fear
Dying To See You,Flunk,dying to see you,flunk,fear
Bine,Autechre,bine,autechre,fear
Swamp Magic,Timber Timbre,swamp magic,timber timbre,fear
Stranded The Line,Jonny Greenwood,stranded the line,jonny greenwood,fear
Way Their Crept,Grouper,way their crept,grouper,fear
Laurie's Theme,John 5,lauries theme,john 5,fear
Full Bleed,DJ Food,full bleed,dj food,fear
Witch,Goblin,witch,goblin,fear
"Dead Cities, Red Seas & Lost Ghosts",M83,dead cities red seas lost ghosts,m83,fear
Those Who Stayed,Murder By Death,those who stayed,murder by death,fear
Army of Fear,Lorn,army of fear,lorn,fear
Likeness of Uncles,Dirty Projectors,likeness of uncles,dirty projectors,fear
Flaxen,Dean Blunt,flaxen,dean blunt,fear
Abandon All Hope,Aesop Rock,abandon all hope,aesop rock,fear
A last dance with Léon,Doctor Flake,a last dance with léon,doctor flake,fear
Disturbance in the Great Slumber,Morbid Angel,disturbance in the great slumber,morbid angel,fear
Hi Baku Shyo,This Heat,hi baku shyo,this heat,fear
Kill Robok,Squarepusher,kill robok,squarepusher,fear
Rothko Chapel 4,Morton Feldman,rothko chapel 4,morton feldman,fear
Satine's Theme,Craig Armstrong,satines theme,craig armstrong,fear
The Suicidal Clock Chime,Akira Yamaoka,the suicidal clock chime,akira yamaoka,fear
In Prelight Isolate,Set Fire to Flames,in prelight isolate,set fire to flames,fear
Black Feather Wishes Rise,Brightblack Morning Light,black feather wishes rise,brightblack morning light,fear
Yttrium,Isan,yttrium,isan,fear
Batwings (A Limnal Hymn),Coil,batwings a limnal hymn,coil,fear
Our Blessed Frozen Cells,Blut aus Nord,our blessed frozen cells,blut aus nord,fear
Sueurs froides,Doctor Flake,sueurs froides,doctor flake,fear
Witches Winds,Wisp,witches winds,wisp,fear
Heilige Leben,Death in June,heilige leben,death in june,fear
Bloody Knuckles,Switchblade Symphony,bloody knuckles,switchblade symphony,fear
An Emergency,Coil,an emergency,coil,fear
Ganondorf,近藤浩治,ganondorf,近藤浩治,fear
Syndir Guos (Opinberun Frelsarans),Sigur Rós,syndir guos opinberun frelsarans,sigur rós,fear
Furryvision,Super Furry Animals,furryvision,super furry animals,fear
Baby's Gone Away,Psychic TV,babys gone away,psychic tv,fear
Th5,"Meanwhile, Back In Communist Russia...",th5,meanwhile back in communist russia,fear
Hausmusik,Harmonia,hausmusik,harmonia,fear
Amnion,Bola,amnion,bola,fear
Judas! Judas!,Blueneck,judas judas,blueneck,fear
The Thousandth Landing,Bear McCreary,the thousandth landing,bear mccreary,fear
Macabre,Samhain,macabre,samhain,fear
Air-eyes,Seefeel,aireyes,seefeel,fear
The Desert Is a Circle,Six Organs of Admittance,the desert is a circle,six organs of admittance,fear
Big Day Out,Secede,big day out,secede,fear
Trad Velecido,Casino Versus Japan,trad velecido,casino versus japan,fear
Doll Head,John Ottman,doll head,john ottman,fear
Cusp,"Meanwhile, Back In Communist Russia...",cusp,meanwhile back in communist russia,fear
Spectre as Valkerie Is,Lurker of Chalice,spectre as valkerie is,lurker of chalice,fear
Chimes of Furry,Sofa Surfers,chimes of furry,sofa surfers,fear
Crypt,Matt Uelmen,crypt,matt uelmen,fear
Jynwythek Ylow,Aphex Twin,jynwythek ylow,aphex twin,fear
Falling the Same Way,Sandwell District,falling the same way,sandwell district,fear
Torching Koroviev,Khanate,torching koroviev,khanate,fear
Alfosskor Song,Sigur Rós,alfosskor song,sigur rós,fear
drug party,Broadcast and The Focus Group,drug party,broadcast and the focus group,fear
Leaves Of Summer,Cranes,leaves of summer,cranes,fear
Sun Against My Eyes,Colleen,sun against my eyes,colleen,fear
Raining In My Room,Swell Maps,raining in my room,swell maps,fear
Silkworms,Guns N' Roses,silkworms,guns n roses,fear
...I Lay My Ear to Furious Latin,Ben Frost,i lay my ear to furious latin,ben frost,fear
Mongrel Meets His Maker,DJ Shadow,mongrel meets his maker,dj shadow,fear
Until the end,梅林茂,until the end,梅林茂,fear
Phantom Channel Crossing,Labradford,phantom channel crossing,labradford,fear
Sound of the Ghost,Clutchy Hopkins,sound of the ghost,clutchy hopkins,fear
The Plateau Which The Zephyr Of Flora Occupies,Susumu Yokota,the plateau which the zephyr of flora occupies,susumu yokota,fear
Ezekiel,matryoshka,ezekiel,matryoshka,fear
Baby Ray Baby,This Mortal Coil,baby ray baby,this mortal coil,fear
The Antidote,King Kooba,the antidote,king kooba,fear
Umbra,Negură Bunget,umbra,negură bunget,fear
Kule Kule Reprise,Konono Nº1,kule kule reprise,konono nº1,fear
